,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cNed FUT,,7 Round 6 MAGNUM sociablEE Round 7 Jamppi PROFEK Round 8 MAGNUM PROFEK Round 11 PROFEK sociablEE Round 15 sociablEE MAGNUM Round 21 LewN PROFEK Round 23 PROFEK MAGNUM,,,,1 Round 22 LewN,,,,,59,1,0
qRaxs FUT,,2 Round 22 PROFEK MAGNUM Round 23 sociablEE LewN,,,,,,,,,43,2,1
MrFaliN FUT,,3 Round 3 PROFEK LewN Round 4 MAGNUM Jamppi Round 22 sociablEE Jamppi,,2 Round 12 PROFEK MAGNUM sociablEE Jamppi Round 20 LewN MAGNUM sociablEE Jamppi,,1 Round 20 Jamppi,,,,,51,2,0
yetujey FUT,,2 Round 10 LewN PROFEK Round 16 sociablEE MAGNUM,,,,,,,,,41,1,0
xeus FUT,,2 Round 10 sociablEE MAGNUM Round 15 Jamppi LewN,1 Round 8 LewN Jamppi sociablEE,,,,,,,,49,0,0
MAGNUM BBL,,,1 Round 5 qRaxs xeus cNed,,,,,,,,41,0,0
PROFEK BBL,,3 Round 1 xeus qRaxs Round 16 cNed xeus Round 24 xeus MrFaliN,,,,,,,,,39,0,0
sociablEE BBL,,4 Round 3 MrFaliN yetujey Round 4 xeus MrFaliN Round 17 yetujey MrFaliN Round 18 xeus MrFaliN,,1 Round 19 xeus MrFaliN cNed yetujey,,,,,,,57,3,0
Jamppi BBL,,3 Round 4 qRaxs yetujey Round 12 cNed MrFaliN Round 14 cNed qRaxs,,,,1 Round 12 MrFaliN,,,,,48,3,0
LewN BBL,,3 Round 12 yetujey xeus Round 14 MrFaliN yetujey Round 20 xeus yetujey,2 Round 13 xeus qRaxs MrFaliN Round 22 yetujey MrFaliN qRaxs,,1 Round 6 qRaxs xeus cNed yetujey MrFaliN,,,,,,64,2,0
