,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,3 Round 1 Khalil nzr Round 10 xand Khalil Round 17 havoc Khalil,,,,1 Round 17 Khalil,,,,,51,1,1
Derrek EG,,2 Round 6 nzr havoc Round 8 mwzera havoc,1 Round 3 nzr Khalil havoc,,,,,,,,76,2,1
jawgemo EG,,7 Round 2 havoc xand Round 3 xand mwzera Round 4 xand havoc Round 6 xand Khalil Round 9 Khalil xand Round 13 havoc xand Round 17 xand nzr,,1 Round 5 havoc nzr xand mwzera,,,,,,,79,0,0
NaturE EG,,6 Round 2 nzr mwzera Round 4 mwzera Khalil Round 8 nzr Khalil Round 9 havoc nzr Round 11 mwzera Khalil Round 12 nzr xand,,,,1 Round 16 havoc,,,,,103,1,2
Apoth EG,,3 Round 7 mwzera xand Round 14 nzr Khalil Round 16 Khalil xand,,,,,,,,,39,0,1
xand FUR,,,,,,,,,,,17,0,0
nzr FUR,,3 Round 10 supamen NaturE Round 13 supamen Derrek Round 16 jawgemo Apoth,,,,,,,,,58,2,1
mwzera FUR,,2 Round 13 Apoth NaturE Round 14 NaturE supamen,,,,,,,,,39,0,0
Khalil FUR,,3 Round 2 NaturE Apoth Round 10 Derrek jawgemo Round 17 jawgemo NaturE,,,,,,,,,49,2,0
havoc FUR,,2 Round 1 jawgemo NaturE Round 17 Derrek Apoth,1 Round 12 jawgemo Derrek supamen,,1 Round 15 jawgemo Derrek Apoth supamen NaturE,,,1 Round 12 Derrek supamen jawgemo,,,53,1,0
