,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,7,3,1,,1,,,,,58,4,3
ZmjjKK EDG,,12,3,1,,,,,,,54,2,0
Smoggy EDG,,12,3,,,1,,2,,,52,5,3
S1Mon EDG,,10,1,,,1,1,,,,46,10,2
CHICHOO EDG,,11,3,2,,1,,,1,,64,2,2
valyn G2,,6,1,1,,,,,,,45,10,1
jawgemo G2,,9,5,,,,,,,,42,3,2
JonahP G2,,8,2,1,,,1,,,,43,3,1
leaf G2,,5,,1,,,1,,,,40,1,2
trent G2,,7,6,,,2,,1,,,56,6,2
