,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,4 Round 1 yetujey MrFaliN Round 5 MrFaliN yetujey Round 16 yetujey AtaKaptan Round 18 cNed qRaxs,1 Round 22 yetujey AtaKaptan MrFaliN,,,,1 Round 22 MrFaliN AtaKaptan,,,,49,0,1
ZmjjKK EDG,,3 Round 8 qRaxs MrFaliN Round 12 MrFaliN cNed Round 13 yetujey AtaKaptan,1 Round 18 AtaKaptan yetujey MrFaliN,,,,,,,,42,1,0
Smoggy EDG,,6 Round 8 AtaKaptan yetujey Round 11 MrFaliN AtaKaptan Round 12 AtaKaptan yetujey Round 13 qRaxs cNed Round 14 MrFaliN qRaxs Round 21 qRaxs AtaKaptan,1 Round 1 AtaKaptan cNed qRaxs,1 Round 6 cNed yetujey MrFaliN qRaxs,,,2 Round 1 qRaxs cNed Round 6 qRaxs AtaKaptan,,,,69,0,2
S1Mon EDG,,1 Round 5 cNed qRaxs,,,,,,,,,33,7,0
CHICHOO EDG,,2 Round 4 cNed MrFaliN Round 19 cNed qRaxs,,1 Round 7 qRaxs MrFaliN AtaKaptan yetujey,,,1 Round 7 yetujey AtaKaptan,,,,65,1,1
cNed FUT,,2 Round 1 CHICHOO S1Mon Round 9 Smoggy S1Mon,1 Round 17 ZmjjKK CHICHOO S1Mon,,,,,,,,50,0,0
qRaxs FUT,,3 Round 10 Smoggy S1Mon Round 11 CHICHOO S1Mon Round 17 Smoggy nobody,1 Round 6 nobody S1Mon ZmjjKK,,,,,,,,57,3,1
AtaKaptan FUT,,2 Round 12 nobody S1Mon Round 20 nobody Smoggy,1 Round 19 Smoggy Smoggy S1Mon,,,,,,,,45,4,0
MrFaliN FUT,,3 Round 9 nobody ZmjjKK Round 19 CHICHOO nobody Round 21 ZmjjKK nobody,1 Round 16 Smoggy ZmjjKK nobody,,,,,,,,49,2,0
yetujey FUT,,4 Round 4 ZmjjKK nobody Round 10 ZmjjKK CHICHOO Round 14 Smoggy CHICHOO Round 22 ZmjjKK CHICHOO,2 Round 3 ZmjjKK nobody S1Mon Round 7 ZmjjKK Smoggy nobody,,,,,,,,57,0,1
