,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,2 Round 4 Ruxic Shao Round 5 hiro Shao,1 Round 7 alexiiik ANGE1 Shao,,,,,,,,57,0,0
nAts TL,,1 Round 10 alexiiik ANGE1,,,,,,,,,47,0,0
trexx TL,,3 Round 2 alexiiik Ruxic Round 13 hiro ANGE1 Round 16 Shao alexiiik,,,,,,,,,62,4,1
keiko TL,,3 Round 3 alexiiik ANGE1 Round 9 alexiiik ANGE1 Round 13 Shao alexiiik,2 Round 6 ANGE1 Ruxic hiro Round 8 Ruxic hiro ANGE1,1 Round 12 Ruxic hiro ANGE1 Shao,,1 Round 12 Shao,,,,,101,0,2
kamo TL,,1 Round 17 alexiiik ANGE1,1 Round 14 alexiiik ANGE1 hiro,1 Round 1 Ruxic Shao hiro alexiiik,,,,,,,65,0,0
ANGE1 NAVI,,1 Round 1 keiko kamo,,1 Round 15 keiko paTiTek trexx nAts,,,,,,,62,4,1
Shao NAVI,,1 Round 8 trexx nAts,,1 Round 10 trexx nAts keiko paTiTek,,,,1 Round 10 keiko nAts paTiTek,,,46,1,0
Ruxic NAVI,,1 Round 14 nAts paTiTek,2 Round 3 paTiTek kamo keiko Round 12 kamo trexx nAts,,,,,,,,46,1,0
alexiiik NAVI,,1 Round 4 kamo paTiTek,,,,,,,,,25,0,0
hiro NAVI,,2 Round 11 keiko paTiTek Round 16 kamo nAts,,,,,,,,,49,0,0
