,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,5 Round 1 benjyfishy Wo0t Round 4 MiniBoo benjyfishy Round 8 Boo benjyfishy Round 10 benjyfishy Boo Round 13 Wo0t RieNs,1 Round 11 Derke benjyfishy Boo,,,,,,,,71,2,0
trexx VIT,,4 Round 2 Wo0t Boo Round 5 benjyfishy RieNs Round 9 Boo benjyfishy Round 11 Wo0t MiniBoo,2 Round 3 MiniBoo RieNs benjyfishy Round 12 MiniBoo benjyfishy Boo,,,,1 Round 2 Boo Wo0t,,,,105,5,0
Derke VIT,,1 Round 6 MiniBoo benjyfishy,1 Round 9 Wo0t MiniBoo RieNs,,,,,,,,28,0,0
Less VIT,,4 Round 3 Boo Wo0t Round 6 Wo0t RieNs Round 7 MiniBoo Boo Round 13 Boo benjyfishy,1 Round 14 Wo0t RieNs Boo,,,,,,,,82,1,0
Kicks VIT,,2 Round 2 benjyfishy MiniBoo Round 4 RieNs Wo0t,1 Round 7 Wo0t benjyfishy RieNs,,,,,,,,68,4,0
Boo TH,,1 Round 14 trexx Sayf,,,,,,,,,31,0,1
RieNs TH,,3 Round 3 Kicks Sayf Round 7 Derke trexx Round 9 Kicks Less,,,,,,,,,69,0,0
MiniBoo TH,,1 Round 5 Derke trexx,,,,,,,,,36,0,0
Wo0t TH,,1 Round 8 Sayf Derke,1 Round 2 Derke Less Kicks,,,1 Round 12 trexx,,,,,47,0,0
benjyfishy TH,,,1 Round 12 Sayf Derke Less,,,,,,,,54,0,0
