,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,4 Round 3 RieNs MiniBoo Round 6 Wo0t Boo Round 9 Boo Wo0t Round 22 benjyfishy RieNs,1 Round 8 benjyfishy RieNs MiniBoo,1 Round 21 Wo0t benjyfishy RieNs MiniBoo,,,,,,,60,2,1
trexx VIT,,3 Round 6 MiniBoo benjyfishy Round 19 Wo0t RieNs Round 20 benjyfishy Wo0t,,1 Round 4 Wo0t RieNs benjyfishy MiniBoo,,2 Round 7 Wo0t Round 19 RieNs,,,,,79,3,0
Derke VIT,,2 Round 2 RieNs benjyfishy Round 19 Boo MiniBoo,2 Round 1 benjyfishy Wo0t RieNs Round 3 benjyfishy Boo Wo0t,,,,,,,,50,2,0
Less VIT,,1 Round 5 RieNs Boo,1 Round 7 MiniBoo Boo benjyfishy,,,,,,,,40,0,0
Kicks VIT,,1 Round 5 MiniBoo Wo0t,1 Round 23 Wo0t RieNs benjyfishy,,,,,,,,34,3,1
Boo TH,,2 Round 12 Sayf Less Round 17 Derke Kicks,,,,,,,,,40,2,0
RieNs TH,,4 Round 10 Kicks Sayf Round 11 Derke trexx Round 19 Less Kicks Round 21 Less Derke,,,,,,,,,65,3,1
MiniBoo TH,,4 Round 4 Less Sayf Round 13 Sayf trexx Round 17 Less trexx Round 22 Derke Sayf,,1 Round 15 Sayf trexx Kicks Derke,,1 Round 4 trexx,,,,,57,0,0
Wo0t TH,,3 Round 7 Less Derke Round 14 Less Sayf Round 19 Derke Sayf,1 Round 16 Less Kicks Derke,,,,,,,,63,3,1
benjyfishy TH,,1 Round 20 Kicks Less,,,,,,,,,32,0,0
