Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Abyss,1,"""1-0""",TL,Attackers,Elimination
2Abyss,2,"""1-1""",TH,Defenders,Elimination
2Abyss,3,"""1-2""",TH,Defenders,Elimination
2Abyss,4,"""1-3""",TH,Defenders,Elimination
2Abyss,5,"""1-4""",TH,Defenders,Elimination
2Abyss,6,"""1-5""",TH,Defenders,Time Expired
2Abyss,7,"""2-5""",TL,Attackers,Elimination
2Abyss,8,"""2-6""",TH,Defenders,Defuse
2Abyss,9,"""2-7""",TH,Defenders,Elimination
2Abyss,10,"""2-8""",TH,Defenders,Defuse
2Abyss,11,"""3-8""",TL,Attackers,Elimination
2Abyss,12,"""4-8""",TL,Attackers,Elimination
2Abyss,13,"""4-9""",TL,Attackers,Elimination
2Abyss,14,"""4-10""",TL,Attackers,Elimination
2Abyss,15,"""4-11""",TL,Attackers,Elimination
2Abyss,16,"""4-12""",TL,Attackers,Elimination
2Abyss,17,"""4-13""",TL,Attackers,Elimination
2Abyss,18,"""""",,,
2Abyss,19,"""""",,,
2Abyss,20,"""""",,,
2Abyss,21,"""""",,,
2Abyss,22,"""""",,,
2Abyss,23,"""""",,,
2Abyss,24,"""""",,,
