Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Corrode,1,"""1-0""",NAVI,Defenders,Elimination
2Corrode,2,"""2-0""",NAVI,Defenders,Elimination
2Corrode,3,"""3-0""",NAVI,Defenders,Defuse
2Corrode,4,"""4-0""",NAVI,Defenders,Defuse
2Corrode,5,"""5-0""",NAVI,Defenders,Elimination
2Corrode,6,"""5-1""",KC,Attackers,Elimination
2Corrode,7,"""5-2""",KC,Attackers,Elimination
2Corrode,8,"""6-2""",NAVI,Defenders,Elimination
2Corrode,9,"""7-2""",NAVI,Defenders,Elimination
2Corrode,10,"""7-3""",KC,Attackers,Elimination
2Corrode,11,"""8-3""",NAVI,Defenders,Defuse
2Corrode,12,"""9-3""",NAVI,Defenders,Elimination
2Corrode,13,"""9-4""",NAVI,Defenders,Elimination
2Corrode,14,"""9-5""",NAVI,Defenders,Defuse
2Corrode,15,"""9-6""",NAVI,Defenders,Defuse
2Corrode,16,"""9-7""",NAVI,Defenders,Defuse
2Corrode,17,"""10-7""",KC,Attackers,Spike Detonation
2Corrode,18,"""11-7""",KC,Attackers,Elimination
2Corrode,19,"""12-7""",KC,Attackers,Elimination
2Corrode,20,"""12-8""",NAVI,Defenders,Defuse
2Corrode,21,"""13-8""",KC,Attackers,Elimination
2Corrode,22,"""""",,,
2Corrode,23,"""""",,,
2Corrode,24,"""""",,,
