,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,5 Round 2 Boostio eeiu Round 10 Cryocells eeiu Round 12 eeiu Asuna Round 21 Cryocells bang Round 22 eeiu Boostio pANcada,2 Round 9 Asuna eeiu bang Round 11 Boostio Asuna Cryocells,,,,,,,,90,1,0
saadhak LOUD,,4 Round 6 Asuna bang Round 15 bang Boostio Round 16 Asuna Boostio Round 19 Boostio bang,1 Round 4 Cryocells eeiu Asuna,,,,,,,,75,5,1
tuyz LOUD,,2 Round 5 Asuna eeiu Round 11 bang eeiu,1 Round 19 Asuna eeiu Cryocells,,,,,,,,48,0,1
cauanzin LOUD,,3 Round 8 Boostio Asuna Round 15 Asuna Cryocells Round 22 Asuna Cryocells,,,,,,,,,44,1,1
Less LOUD,,1 Round 18 eeiu Boostio,3 Round 13 Boostio eeiu Asuna Round 17 Cryocells Asuna eeiu Round 23 Cryocells bang Boostio,,,,,,,,46,0,0
Asuna 100T,,1 Round 15 Less saadhak,,1 Round 2 tuyz cauanzin Less pANcada,,,,,,,39,1,0
Boostio 100T,,,2 Round 16 cauanzin tuyz pANcada Round 20 tuyz cauanzin saadhak,,,,,,,,50,2,1
eeiu 100T,,5 Round 11 cauanzin Less Round 13 cauanzin saadhak Round 16 Less saadhak Round 17 tuyz saadhak Round 22 tuyz cauanzin,,,,,,,,,46,1,0
bang 100T,,1 Round 4 Less saadhak,1 Round 12 cauanzin pANcada Less,,,,1 Round 12 pANcada Less,,,,42,2,0
Cryocells 100T,,2 Round 13 pANcada Less Round 20 Less pANcada,2 Round 1 saadhak tuyz Less Round 14 Less cauanzin pANcada,,,1 Round 13 Less,,,,,37,2,1
