,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,1 Round 8 Boostio eeiu,,,,,,,,,43,1,0
saadhak LOUD,,1 Round 3 Asuna eeiu,2 Round 11 Boostio bang Cryocells Round 12 Boostio eeiu Asuna,,,1 Round 12 Asuna,,,,,51,0,0
tuyz LOUD,,,,,,,,,,,7,0,0
cauanzin LOUD,,1 Round 12 bang Cryocells,,,,,,,,,49,0,0
Less LOUD,,,,,,,,,,,10,0,0
Asuna 100T,,2 Round 3 Less cauanzin Round 5 tuyz cauanzin,1 Round 9 pANcada cauanzin Less,,,,,,,,103,1,0
Boostio 100T,,3 Round 5 saadhak Less Round 6 Less cauanzin Round 7 tuyz saadhak,,,,,,,,,70,0,0
eeiu 100T,,2 Round 12 Less cauanzin Round 14 pANcada Less,,,,,,,,,40,0,0
bang 100T,,2 Round 7 pANcada cauanzin Round 10 tuyz saadhak,,,,,,,,,53,0,0
Cryocells 100T,,3 Round 9 saadhak tuyz Round 11 cauanzin pANcada Round 14 tuyz saadhak,4 Round 1 cauanzin Less pANcada Round 2 Less pANcada saadhak Round 4 Less tuyz cauanzin Round 13 saadhak pANcada tuyz,1 Round 8 cauanzin tuyz saadhak Less,,,,,,,121,0,0
