Map,Round Number,Score,Winning Team,Winning Side,Win Method
3Corrode,1,"""1-0""",NRG,Attackers,Elimination
3Corrode,2,"""2-0""",NRG,Attackers,Elimination
3Corrode,3,"""2-1""",MIBR,Defenders,Defuse
3Corrode,4,"""3-1""",NRG,Attackers,Elimination
3Corrode,5,"""4-1""",NRG,Attackers,Elimination
3Corrode,6,"""4-2""",MIBR,Defenders,Elimination
3Corrode,7,"""4-3""",MIBR,Defenders,Time Expired
3Corrode,8,"""4-4""",MIBR,Defenders,Elimination
3Corrode,9,"""5-4""",NRG,Attackers,Spike Detonation
3Corrode,10,"""6-4""",NRG,Attackers,Spike Detonation
3Corrode,11,"""7-4""",NRG,Attackers,Spike Detonation
3Corrode,12,"""7-5""",MIBR,Defenders,Elimination
3Corrode,13,"""8-5""",MIBR,Defenders,Defuse
3Corrode,14,"""8-6""",NRG,Attackers,Elimination
3Corrode,15,"""8-7""",NRG,Attackers,Spike Detonation
3Corrode,16,"""8-8""",NRG,Attackers,Elimination
3Corrode,17,"""8-9""",NRG,Attackers,Elimination
3Corrode,18,"""8-10""",NRG,Attackers,Elimination
3Corrode,19,"""8-11""",NRG,Attackers,Elimination
3Corrode,20,"""9-11""",MIBR,Defenders,Elimination
3Corrode,21,"""9-12""",NRG,Attackers,Elimination
3Corrode,22,"""10-12""",MIBR,Defenders,Time Expired
3Corrode,23,"""11-12""",MIBR,Defenders,Elimination
3Corrode,24,"""12-12""",MIBR,Defenders,Defuse
3Corrode,25,"""12-13""",MIBR,Defenders,Defuse
3Corrode,26,"""13-13""",MIBR,Defenders,Elimination
3Corrode,27,"""13-14""",MIBR,Defenders,Defuse
3Corrode,28,"""14-14""",MIBR,Defenders,Defuse
3Corrode,29,"""14-15""",MIBR,Defenders,Defuse
3Corrode,30,"""14-16""",NRG,Attackers,Elimination
