,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,2 Round 7 mta heat Round 12 Shyy Melser,3 Round 2 keznit heat Shyy Round 8 keznit Shyy heat Round 15 heat mta Melser,,,,1 Round 8 Shyy heat,,,,69,3,0
JonahP G2,,4 Round 5 keznit mta Round 6 heat Shyy Round 10 mta Shyy JonahP Round 16 keznit Melser,,1 Round 17 Melser Shyy keznit mta,,1 Round 10 Shyy,1 Round 17 keznit mta,,,,61,1,1
leaf G2,,3 Round 4 Shyy keznit Round 5 heat Melser Round 9 keznit heat,1 Round 18 keznit Shyy Melser,,,1 Round 16 Shyy,,,,,54,0,0
icy G2,,5 Round 1 keznit heat Round 2 Melser mta Round 9 Melser mta Round 12 mta heat icy Round 14 Melser mta,,,,,,,,,52,2,0
trent G2,,2 Round 10 keznit heat Round 11 Melser heat,1 Round 7 keznit Shyy Melser,,,,1 Round 7 Melser Shyy,,,,35,3,0
Melser KRÜ,,2 Round 4 valyn trent Round 14 JonahP trent,2 Round 3 leaf trent valyn Round 13 valyn icy leaf,,,,1 Round 4 trent valyn,,,,62,1,1
keznit KRÜ,,1 Round 10 icy leaf,1 Round 11 leaf valyn trent,,,,,,,,57,1,0
heat KRÜ,,,1 Round 12 leaf valyn trent,,,,,,,,33,1,0
Shyy KRÜ,,2 Round 5 JonahP valyn Round 7 leaf JonahP,2 Round 8 JonahP leaf trent Round 16 trent JonahP valyn,,,,,,,,72,0,0
mta KRÜ,,1 Round 1 leaf valyn,1 Round 17 trent icy valyn,,,,,,,,39,0,0
