,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,4 Round 1 mta Shyy Round 2 mta Shyy Round 9 keznit heat Round 15 Melser mta,,,,1 Round 1 Shyy,,,,,45,0,1
JonahP G2,,1 Round 13 Melser Shyy,,,,,,,,,45,0,0
leaf G2,,1 Round 10 Shyy heat,,,,,,,,,47,0,0
icy G2,,3 Round 8 keznit mta Round 9 Melser Shyy Round 13 mta keznit,,,,,,,,,49,1,1
trent G2,,2 Round 8 Shyy Melser Round 14 mta heat,,,,1 Round 8 Melser,,,,,29,1,1
Melser KRÜ,,5 Round 3 icy trent Round 5 JonahP icy Round 6 JonahP trent Round 7 trent icy Round 8 JonahP valyn,2 Round 10 icy JonahP trent Round 16 icy trent leaf,,,1 Round 10 trent,,,,,81,4,0
keznit KRÜ,,6 Round 4 leaf icy Round 6 valyn icy Round 7 valyn leaf Round 15 icy trent keznit Round 16 valyn JonahP Round 17 trent valyn,1 Round 11 trent valyn JonahP,1 Round 2 leaf JonahP trent valyn,,,,,,,91,0,0
heat KRÜ,,2 Round 3 leaf valyn Round 13 icy JonahP,1 Round 17 leaf JonahP icy,,,1 Round 13 JonahP,,,,,44,5,1
Shyy KRÜ,,1 Round 12 valyn JonahP,,1 Round 14 icy leaf valyn trent,,,,,,,49,0,0
mta KRÜ,,2 Round 10 valyn leaf Round 13 trent valyn,,,,,,,,,48,3,0
