,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,2 Round 1 heat Shyy Round 21 Melser keznit,1 Round 11 Shyy Melser heat,,,1 Round 11 heat,,,,,41,1,0
JonahP G2,,1 Round 28 Melser heat,4 Round 16 keznit mta Shyy Round 18 Melser Shyy heat Round 19 Shyy Melser mta Round 24 heat Shyy keznit,,,1 Round 19 mta,1 Round 7 Melser heat,,,,45,2,3
leaf G2,,5 Round 8 mta Shyy Round 16 heat Melser Round 17 mta Melser Round 19 heat keznit Round 29 Melser heat,1 Round 30 mta heat Shyy,,,,,,,,49,2,0
icy G2,,4 Round 4 Shyy heat Round 7 Shyy keznit Round 17 keznit heat Round 27 mta keznit,2 Round 23 heat Melser Shyy Round 25 mta Shyy keznit,,,,,,,,50,0,1
trent G2,,3 Round 10 mta Shyy Round 12 heat Melser trent Round 26 Shyy Melser,,1 Round 2 keznit heat mta Melser,,1 Round 17 Shyy,,,,,52,6,3
Melser KRÜ,,5 Round 5 valyn JonahP Round 12 leaf valyn Round 15 trent leaf Round 25 leaf icy Round 26 valyn JonahP,1 Round 22 JonahP leaf icy,,,1 Round 22 icy,,,,,47,1,1
keznit KRÜ,,5 Round 3 leaf icy Round 4 JonahP trent Round 20 trent icy Round 21 JonahP icy Round 25 trent JonahP,2 Round 6 leaf icy trent Round 13 trent JonahP valyn,,,,,,,,53,1,1
heat KRÜ,,5 Round 7 trent icy Round 13 leaf icy Round 21 valyn trent Round 23 valyn leaf Round 27 trent icy,,,,,,,,,35,3,0
Shyy KRÜ,,10 Round 3 JonahP trent Round 8 JonahP trent Round 9 valyn leaf Round 11 leaf trent Round 14 valyn icy Round 16 leaf valyn Round 20 leaf JonahP Round 24 leaf valyn Round 27 leaf JonahP Round 30 icy trent,,,,,,,,,49,3,1
mta KRÜ,,2 Round 5 trent leaf Round 24 trent JonahP,1 Round 19 valyn icy trent,,,,,,,,36,6,0
