,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,4 Round 1 SiuFatBB Lysoar Round 9 Spring Yuicaw Round 16 Spring SiuFatBB Round 19 Lysoar Yuicaw,,,,,,,,,51,2,0
RieNs TH,,3 Round 17 Lysoar Juicy Round 18 Lysoar SiuFatBB Round 21 SiuFatBB Lysoar,,,,,,,,,50,2,0
MiniBoo TH,,6 Round 7 Spring Yuicaw Round 10 Juicy Yuicaw Round 12 SiuFatBB Lysoar Round 14 Lysoar Juicy Round 17 SiuFatBB Spring Round 20 Juicy SiuFatBB,,,,,,,,,46,2,0
Wo0t TH,,3 Round 2 SiuFatBB Yuicaw Round 9 SiuFatBB Lysoar Round 10 Spring SiuFatBB,,,,,,,,,45,1,2
benjyfishy TH,,4 Round 3 Yuicaw Lysoar Round 5 Lysoar SiuFatBB Round 6 Juicy SiuFatBB Round 20 Spring Lysoar,1 Round 11 Lysoar Juicy Spring,,,1 Round 13 Lysoar,,,,,50,0,0
Juicy WOL,,3 Round 5 RieNs MiniBoo Round 13 MiniBoo RieNs Round 22 MiniBoo benjyfishy,3 Round 1 RieNs Boo Wo0t Round 3 MiniBoo RieNs benjyfishy Round 16 Boo RieNs benjyfishy,,,1 Round 3 benjyfishy,,,,,55,1,0
SiuFatBB WOL,,,,,,,,,,,20,1,0
Yuicaw WOL,,7 Round 4 MiniBoo Wo0t Round 6 RieNs Boo Round 8 RieNs Wo0t Round 10 RieNs benjyfishy Round 11 benjyfishy Wo0t Round 18 MiniBoo Boo Round 22 Wo0t Boo,,,,1 Round 17 MiniBoo,,,,,70,0,1
Spring WOL,,6 Round 2 RieNs Wo0t Round 6 benjyfishy Wo0t Round 8 MiniBoo Boo Round 17 RieNs benjyfishy Round 18 benjyfishy RieNs Round 21 RieNs Boo,,1 Round 15 MiniBoo benjyfishy Boo RieNs,,,,,,,63,1,0
Lysoar WOL,,3 Round 4 benjyfishy RieNs Round 13 Wo0t Boo Round 17 Boo Wo0t,1 Round 2 MiniBoo Boo benjyfishy,,,,,,,,41,5,1
