,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Melser KRÜ,,2 Round 12 mada skuba Round 16 Ethan skuba,,,,,,,,,32,1,0
keznit KRÜ,,4 Round 5 skuba s0m Round 10 Ethan s0m Round 12 brawk s0m Round 16 s0m brawk,1 Round 17 mada s0m skuba,,,,,,,,52,0,0
Mazino KRÜ,,1 Round 14 mada brawk,1 Round 5 brawk Ethan mada,,,,1 Round 5 Ethan mada,,,,54,3,0
Shyy KRÜ,,3 Round 11 Ethan mada Round 15 brawk skuba Round 17 brawk Ethan,1 Round 14 s0m Ethan skuba,,,,,,,,64,0,0
Dantedeu5 KRÜ,,1 Round 15 mada s0m,,,,,,,,,21,0,0
brawk NRG,,3 Round 1 Dantedeu5 Melser Round 5 Dantedeu5 Melser Round 9 Dantedeu5 Shyy,,,,1 Round 11 Shyy,,,,,46,0,0
s0m NRG,,,2 Round 2 Dantedeu5 keznit Mazino Round 3 Melser keznit Shyy,,,,,,,,71,0,1
mada NRG,,5 Round 1 Mazino Shyy Round 6 Dantedeu5 Shyy Round 8 Mazino keznit Round 13 Dantedeu5 Shyy Round 18 Dantedeu5 Mazino,,,,,,,,,42,0,0
skuba NRG,,3 Round 4 Melser Mazino Round 8 Melser Shyy Round 18 Shyy Melser,2 Round 6 Melser keznit Mazino Round 7 Melser Mazino Shyy,,,,,,,,71,0,0
Ethan NRG,,4 Round 2 Shyy Melser Round 9 Melser keznit Round 12 Melser keznit Round 13 Melser Mazino,1 Round 11 keznit Melser Mazino,1 Round 15 Shyy Dantedeu5 Mazino Melser,,,1 Round 12 keznit Melser,1 Round 15 Mazino Dantedeu5 Melser,,,76,2,1
