,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Melser KRÜ,,2 Round 13 s0m brawk Round 16 skuba Ethan,,,,1 Round 6 Ethan,,,,,34,1,0
keznit KRÜ,,4 Round 6 mada skuba Round 9 skuba brawk Round 12 mada skuba Round 13 Ethan skuba,1 Round 10 mada s0m Ethan,,,,,,,,56,1,0
Mazino KRÜ,,2 Round 12 Ethan brawk Round 19 Ethan skuba,1 Round 11 brawk s0m skuba,1 Round 5 Ethan mada s0m brawk,,,1 Round 5 s0m brawk,,,,72,3,1
Shyy KRÜ,,2 Round 3 mada Ethan Round 19 s0m mada,2 Round 14 mada skuba brawk Round 16 mada s0m brawk,2 Round 15 mada s0m brawk skuba Round 18 brawk s0m mada skuba,,1 Round 18 skuba,,,,,83,0,0
Dantedeu5 KRÜ,,3 Round 9 s0m Ethan Round 10 brawk skuba Round 14 s0m Ethan,1 Round 7 s0m brawk skuba,,,,,,,,43,1,0
brawk NRG,,1 Round 6 keznit Dantedeu5,,,,,,,,,45,1,0
s0m NRG,,1 Round 1 keznit Shyy,,,,,,,,,40,2,0
mada NRG,,2 Round 2 Dantedeu5 Melser Round 5 Dantedeu5 Melser,1 Round 9 Melser keznit Mazino,,,,1 Round 9 keznit Mazino,,,,55,0,0
skuba NRG,,3 Round 2 Shyy keznit Round 3 Dantedeu5 Mazino Round 17 Melser Mazino,,1 Round 18 Dantedeu5 keznit Mazino Melser,,,,,,,53,0,0
Ethan NRG,,2 Round 1 Dantedeu5 Melser Round 6 Mazino Shyy,,,,,,,,,36,2,0
