,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Melser KRÜ,,2 Round 10 s0m skuba Round 12 mada Ethan,,1 Round 3 s0m mada skuba brawk,,1 Round 3 brawk,,,,,69,0,1
keznit KRÜ,,2 Round 15 brawk Ethan Round 19 Ethan brawk,3 Round 5 Ethan s0m brawk Round 6 Ethan s0m skuba Round 9 s0m skuba brawk,,,1 Round 6 brawk,,,,,66,0,0
Mazino KRÜ,,2 Round 1 brawk mada Round 8 mada Ethan,,,,,,,,,31,2,1
Shyy KRÜ,,5 Round 10 brawk Ethan Round 11 s0m Ethan Shyy Round 16 s0m mada Round 18 s0m Ethan Round 20 mada s0m,,,,,1 Round 18 s0m Ethan,,,,46,0,0
Dantedeu5 KRÜ,,1 Round 18 brawk skuba,,,,,,,,,28,0,0
brawk NRG,,6 Round 3 Dantedeu5 Shyy Round 6 Mazino Dantedeu5 Round 8 Melser Mazino Round 10 Mazino Melser Round 12 Shyy keznit Round 15 Dantedeu5 Mazino,1 Round 20 Mazino Shyy keznit,,,,,,,,73,1,1
s0m NRG,,1 Round 1 Mazino keznit,2 Round 14 Dantedeu5 Melser keznit Round 18 keznit Melser Dantedeu5,,,1 Round 19 keznit,,,,,39,3,0
mada NRG,,1 Round 16 Dantedeu5 Melser,,,,,,,,,46,0,0
skuba NRG,,4 Round 3 Mazino keznit Round 12 Dantedeu5 Mazino Round 16 keznit Shyy Round 17 keznit Shyy,1 Round 13 Mazino Shyy Dantedeu5,,,,,,,,65,0,0
Ethan NRG,,1 Round 11 Mazino Melser,1 Round 2 Melser Mazino Shyy,,,,,,,,42,4,0
