,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,1 Round 6 JitBoyS Crws,2 Round 7 ban JitBoyS primmie Round 22 Crws JitBoyS primmie C0M,,,1 Round 22 ban,,,,,53,0,1
tex LEV,,,,,,1 Round 3 primmie,,,,,27,9,0
Mazino LEV,,1 Round 23 JitBoyS ban,,,,,,,,,37,0,0
aspas LEV,,5 Round 9 Governor JitBoyS Round 18 Governor primmie Round 21 primmie ban Round 23 Governor primmie Round 24 Governor ban,,1 Round 3 Governor JitBoyS Crws ban,,,,,,,62,0,1
kiNgg LEV,,3 Round 2 Crws JitBoyS Round 18 Crws JitBoyS Round 24 JitBoyS primmie,2 Round 1 primmie Governor JitBoyS Round 4 JitBoyS primmie Governor,,1 Round 15 ban primmie JitBoyS Crws Governor,1 Round 15 Governor,1 Round 18 ban JitBoyS,,,,68,0,1
Crws TLN,,2 Round 13 aspas C0M Round 19 tex aspas,1 Round 17 kiNgg tex C0M,,,,,,,,37,2,0
Governor TLN,,5 Round 5 C0M tex Round 11 Mazino kiNgg Round 15 aspas tex Round 16 C0M kiNgg Round 20 tex Mazino,2 Round 6 kiNgg tex aspas Round 12 C0M kiNgg Mazino,,,,,,,,58,0,0
ban TLN,,4 Round 13 kiNgg Mazino Round 18 aspas tex Round 19 kiNgg Mazino Round 22 Mazino kiNgg,,,,,,,,,50,3,2
JitBoyS TLN,,4 Round 4 Mazino tex Round 8 kiNgg tex Round 11 tex aspas Round 12 tex aspas,,,,,,,,,61,1,1
primmie TLN,,4 Round 3 C0M aspas Round 5 Mazino aspas Round 7 Mazino tex Round 15 Mazino C0M,1 Round 14 aspas kiNgg tex,,,,,,,,53,1,0
