,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,2 Round 8 MrFaliN yetujey Round 19 MrFaliN AtaKaptan,,,,1 Round 18 xeus,,,,,41,3,1
nAts TL,,3 Round 5 yetujey xeus Round 11 yetujey MrFaliN Round 15 qRaxs MrFaliN,1 Round 14 MrFaliN xeus qRaxs,,,,,,,,63,2,0
keiko TL,,5 Round 1 xeus qRaxs Round 4 yetujey AtaKaptan Round 5 MrFaliN qRaxs Round 13 qRaxs xeus Round 16 AtaKaptan MrFaliN,1 Round 17 AtaKaptan qRaxs yetujey,,,,,,,,46,1,0
kamo TL,,2 Round 4 MrFaliN xeus Round 14 AtaKaptan yetujey,3 Round 6 xeus AtaKaptan yetujey Round 10 MrFaliN xeus yetujey Round 21 AtaKaptan MrFaliN xeus,,,,,,,,60,0,1
Serial TL,,3 Round 8 xeus qRaxs Round 13 AtaKaptan yetujey Round 22 qRaxs xeus,,,,,,,,,60,1,1
qRaxs FUT,,2 Round 1 paTiTek nAts Round 7 Serial paTiTek,1 Round 19 nAts kamo paTiTek,,,,,,,,44,0,0
AtaKaptan FUT,,2 Round 5 Serial kamo Round 9 nAts paTiTek,1 Round 15 Serial paTiTek nAts,,,,,,,,51,3,0
MrFaliN FUT,,2 Round 7 keiko nAts Round 11 keiko Serial,,,,,,,,,39,2,1
yetujey FUT,,2 Round 4 paTiTek nAts Round 14 paTiTek nAts,1 Round 12 keiko kamo nAts,,,1 Round 19 Serial,,,,,56,0,0
xeus FUT,,4 Round 3 kamo keiko Round 12 paTiTek Serial Round 18 keiko nAts Round 20 nAts Serial,1 Round 2 Serial keiko paTiTek,,,,,,,,58,0,0
