,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,3 Round 10 stax iZu Round 11 Sylvan BuZz Round 13 iZu Meteor,,1 Round 4 BuZz stax Sylvan Meteor,,,,,,,53,0,1
mindfreak PRX,,2 Round 8 BuZz Meteor Round 12 BuZz stax,1 Round 17 Sylvan stax Meteor,,,,1 Round 12 stax BuZz,,,,44,0,0
f0rsakeN PRX,,1 Round 14 iZu Sylvan,1 Round 7 Sylvan stax iZu,,,,,,,,36,1,0
d4v41 PRX,,2 Round 11 iZu stax Round 12 Meteor iZu,,,,,,,,,51,0,1
something PRX,,2 Round 13 Sylvan BuZz Round 18 Sylvan iZu,,,,,,,,,40,3,0
stax T1,,3 Round 16 d4v41 mindfreak Round 17 Jinggg d4v41 Round 19 Jinggg d4v41,,,,,,,,,58,0,0
BuZz T1,,5 Round 3 something mindfreak Round 7 mindfreak f0rsakeN Round 9 something Jinggg Round 16 Jinggg f0rsakeN Round 19 something mindfreak,2 Round 10 something Jinggg f0rsakeN Round 12 Jinggg f0rsakeN something,,,,,,,,75,0,1
Sylvan T1,,1 Round 8 Jinggg mindfreak,1 Round 6 d4v41 mindfreak f0rsakeN,,,,,,,,65,1,0
Meteor T1,,,1 Round 15 d4v41 f0rsakeN mindfreak,1 Round 1 Jinggg f0rsakeN mindfreak something,,,,,,,39,0,0
iZu T1,,4 Round 2 f0rsakeN mindfreak Round 4 d4v41 Jinggg Round 5 Jinggg mindfreak Round 11 Jinggg mindfreak,,,,,1 Round 4 d4v41 Jinggg,,,,51,9,0
