,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Sayf VIT,,2 Round 11 ANGE1 koalanoob Round 14 Shao ANGE1,1 Round 3 Shao hiro Ruxic,,,,,1 Round 3 Ruxic hiro Shao,,,42,2,0
Derke VIT,,2 Round 4 Ruxic ANGE1 Round 12 ANGE1 Ruxic,2 Round 6 koalanoob ANGE1 Shao Round 15 ANGE1 Ruxic hiro,1 Round 5 hiro koalanoob Ruxic ANGE1,,,,,,,77,1,1
Less VIT,,3 Round 3 ANGE1 koalanoob Round 8 Ruxic Shao Less Round 12 Shao hiro,,,,1 Round 12 hiro,,1 Round 8 Ruxic hiro Shao,,,46,0,0
Kicks VIT,,,,,,,,,,,27,3,0
CyvOph VIT,,3 Round 4 Shao hiro Round 11 Ruxic hiro Round 15 koalanoob Shao,,,,,,,,,54,1,0
ANGE1 NAVI,,3 Round 1 CyvOph Derke Round 2 Less CyvOph Round 5 Less CyvOph,,,,,,,,,46,4,0
Shao NAVI,,2 Round 11 CyvOph Sayf Round 18 CyvOph Kicks,,,,2 Round 5 Derke Round 11 Sayf,,,,,51,1,1
koalanoob NAVI,,3 Round 1 Kicks Sayf Round 4 Derke CyvOph Round 15 Less Kicks,1 Round 7 CyvOph Less Kicks,,,,1 Round 4 CyvOph Derke,,,,48,0,1
Ruxic NAVI,,3 Round 2 Sayf Derke Round 6 Less Sayf Round 18 Less Sayf,3 Round 8 Derke CyvOph Kicks Round 14 CyvOph Kicks Sayf Round 17 Derke Less CyvOph,1 Round 16 Derke Kicks CyvOph Sayf,,,,,,,88,0,1
hiro NAVI,,2 Round 3 Derke CyvOph Round 13 Less Kicks,1 Round 10 Derke Sayf Kicks,,,,,,,,47,0,0
