,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
mitch C9,,3 Round 18 yay supamen mitch Round 19 NaturE yay Round 20 supamen icy,,1 Round 5 yay supamen NaturE Derrek,,1 Round 18 supamen,,,,,61,6,0
neT C9,,3 Round 11 Derrek supamen Round 12 icy supamen Round 15 yay Derrek,1 Round 17 supamen yay NaturE,,,1 Round 11 supamen,,,,,56,1,1
Xeppaa C9,,2 Round 13 NaturE Derrek Round 18 NaturE Derrek,1 Round 9 yay supamen Derrek,,,,,,,,35,0,0
v1c C9,,5 Round 1 icy Derrek Round 9 icy NaturE Round 10 icy NaturE Round 12 Derrek NaturE Round 16 yay NaturE,2 Round 21 NaturE yay supamen Round 23 icy supamen Derrek,,,,,,1 Round 21 NaturE supamen yay Derrek,,59,3,0
OXY C9,,2 Round 2 Derrek NaturE Round 23 yay NaturE,1 Round 14 Derrek supamen icy,1 Round 6 yay NaturE icy supamen,,,,,,,43,0,0
supamen EG,,5 Round 3 Xeppaa neT Round 4 OXY neT Round 11 mitch OXY Round 18 neT Xeppaa Round 22 Xeppaa mitch,,,,,,,,,39,0,0
yay EG,,1 Round 22 neT OXY,1 Round 8 mitch v1c Xeppaa,1 Round 12 Xeppaa mitch neT v1c,,,1 Round 12 v1c neT,,,,50,0,1
Derrek EG,,3 Round 18 v1c OXY Round 20 neT Xeppaa Round 23 neT Xeppaa,1 Round 21 mitch Xeppaa v1c Derrek,,,,,,,,75,0,0
NaturE EG,,1 Round 2 v1c Xeppaa,1 Round 1 mitch neT v1c,,,,,1 Round 1 v1c neT mitch,,,27,8,0
icy EG,,2 Round 10 Xeppaa mitch Round 13 neT Xeppaa,,,,,,,,,37,0,0
