,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,1 Round 16 BuZz Meteor,1 Round 12 BuZz iZu stax,,,,,,,,49,2,0
jawgemo G2,,2 Round 7 stax Meteor Round 13 Meteor BuZz,3 Round 3 BuZz iZu stax Round 10 iZu Sylvan BuZz Round 14 iZu stax BuZz,,,1 Round 15 iZu,,,,,49,1,1
JonahP G2,,1 Round 16 Sylvan stax,,,,,,,,,31,2,0
leaf G2,,3 Round 2 iZu stax Round 6 stax iZu Round 14 Meteor Sylvan,2 Round 11 BuZz Sylvan Meteor Round 15 stax BuZz Sylvan,,,,,,,,73,1,0
trent G2,,5 Round 2 BuZz Sylvan Round 4 Sylvan stax Round 6 BuZz Sylvan Round 7 BuZz Sylvan Round 18 Meteor iZu,,,,,,1 Round 4 Meteor Sylvan stax,,,76,3,0
stax T1,,1 Round 8 jawgemo trent,,,,,,,,,36,2,0
BuZz T1,,2 Round 6 jawgemo valyn Round 14 leaf trent,1 Round 17 trent valyn jawgemo,,,1 Round 1 leaf,,,,,72,0,1
Sylvan T1,,1 Round 4 jawgemo JonahP,,,,,,,,,39,0,0
Meteor T1,,1 Round 4 valyn trent,,1 Round 5 jawgemo trent leaf JonahP,,,,,,,49,0,0
iZu T1,,2 Round 1 JonahP trent Round 9 trent jawgemo,1 Round 15 JonahP leaf trent,,,,,,,,62,0,0
