,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,1 Round 18 Monyet Jemkin,1 Round 12 Monyet xffero Kushy,,,,,,,,39,3,0
Killua TLN,,2 Round 1 Jemkin xffero Round 6 Monyet Kushy,1 Round 21 Monyet crazyguy xffero,,,1 Round 12 crazyguy,,,,,57,1,0
JitBoyS TLN,,3 Round 5 crazyguy xffero Round 7 crazyguy Jemkin Round 20 Monyet crazyguy,,1 Round 23 Monyet Kushy Jemkin crazyguy,,,,,,,60,1,1
primmie TLN,,2 Round 9 Kushy Monyet Round 21 Jemkin Kushy,2 Round 8 Jemkin Monyet Kushy Round 20 xffero Jemkin Kushy,,,,,,,,55,5,0
thyy TLN,,1 Round 6 crazyguy xffero,2 Round 3 Jemkin crazyguy Kushy Round 9 Jemkin crazyguy xffero,,,1 Round 3 Kushy,,,,,41,0,1
crazyguy RRQ,,3 Round 1 thyy JitBoyS Round 11 JitBoyS Crws Round 14 primmie Crws,,,,,,,,,48,3,2
Kushy RRQ,,3 Round 3 Killua primmie Round 10 JitBoyS primmie Round 12 primmie JitBoyS,,,,,,,,,43,3,0
xffero RRQ,,1 Round 21 primmie Crws,3 Round 7 Killua JitBoyS thyy Round 15 Crws thyy primmie Round 22 primmie thyy JitBoyS,2 Round 19 Crws JitBoyS primmie thyy Round 23 thyy JitBoyS Killua Crws,,,1 Round 7 thyy JitBoyS,1 Round 23 Crws Killua JitBoyS,,,58,2,1
Monyet RRQ,,3 Round 2 Killua Crws Round 5 thyy Killua Round 20 Crws Killua,2 Round 1 Crws primmie Killua Round 4 thyy Crws Killua,,,,,,,,57,0,1
Jemkin RRQ,,2 Round 10 thyy Killua Round 18 Killua primmie,2 Round 2 primmie thyy JitBoyS Round 16 JitBoyS thyy primmie,,,,,,,,53,1,0
