,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,2 Round 4 Kushy crazyguy Round 22 Monyet Jemkin,,,,1 Round 15 xffero,,,,,49,0,0
Killua TLN,,7 Round 6 xffero crazyguy Round 9 Monyet xffero Round 12 xffero Jemkin Round 14 Monyet crazyguy Round 17 Monyet Jemkin Round 18 Kushy xffero Round 25 Monyet crazyguy,,,,1 Round 12 Jemkin,,,,,67,1,2
JitBoyS TLN,,5 Round 10 Jemkin xffero Round 11 xffero crazyguy Round 13 Kushy crazyguy Round 17 Kushy crazyguy Round 19 xffero Jemkin,2 Round 7 Jemkin Kushy Monyet Round 8 Monyet Jemkin Kushy,,,,,,,,45,1,0
primmie TLN,,2 Round 4 xffero Jemkin primmie Round 6 Kushy Jemkin,,,,1 Round 19 crazyguy,,,,,28,6,0
thyy TLN,,5 Round 7 xffero crazyguy Round 13 Jemkin xffero Round 14 xffero Kushy Round 15 Jemkin Monyet Round 18 Monyet crazyguy,1 Round 21 crazyguy Kushy Jemkin,,,,,,,,35,2,0
crazyguy RRQ,,3 Round 5 thyy Crws Round 8 JitBoyS Crws Round 15 JitBoyS thyy,1 Round 9 thyy JitBoyS Killua,,,,,,,,56,4,1
Kushy RRQ,,1 Round 22 Killua Crws,2 Round 16 JitBoyS Killua primmie Round 25 thyy Crws Killua,1 Round 24 Crws JitBoyS thyy primmie,,,,,,,56,4,1
xffero RRQ,,,,1 Round 2 Killua thyy primmie Crws,,,,,,,41,1,0
Monyet RRQ,,1 Round 9 primmie Crws,1 Round 11 Killua thyy JitBoyS,,,1 Round 4 primmie,1 Round 11 JitBoyS thyy,,,,40,0,0
Jemkin RRQ,,4 Round 8 thyy primmie Round 18 primmie JitBoyS Round 23 JitBoyS Killua Round 26 Killua Crws,2 Round 12 JitBoyS Crws thyy Round 19 Killua Crws Killua,1 Round 22 Crws JitBoyS thyy primmie,1 Round 3 Killua Crws primmie thyy JitBoyS,,,,,,67,2,1
