,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,3 Round 3 Monyet Kushy Round 5 Kushy xffero Round 17 Monyet crazyguy,,,,,,,,,76,2,3
Killua TLN,,,,,,,,,,,46,1,0
JitBoyS TLN,,3 Round 11 Jemkin Kushy Round 13 Monyet crazyguy Round 17 Jemkin xffero,1 Round 2 Jemkin Monyet xffero,,1 Round 14 Jemkin Monyet crazyguy Kushy xffero,,,,,,68,0,0
primmie TLN,,3 Round 4 crazyguy Jemkin Round 8 crazyguy Kushy Round 11 Monyet xffero,3 Round 12 crazyguy Jemkin xffero Round 13 xffero Kushy Jemkin Round 16 Jemkin Kushy Monyet,,,1 Round 12 xffero,,,,,75,0,1
thyy TLN,,2 Round 4 Monyet Kushy Round 8 xffero Monyet,2 Round 7 crazyguy Jemkin Kushy Round 9 Monyet Kushy Jemkin,,,,,,,,85,0,0
crazyguy RRQ,,2 Round 5 thyy Crws Round 15 Killua primmie,,,,,1 Round 5 Crws thyy,,,,39,1,0
Kushy RRQ,,,,,,,,,,,25,4,0
xffero RRQ,,1 Round 11 Killua thyy,2 Round 4 thyy primmie JitBoyS Round 12 JitBoyS thyy Killua,,,,1 Round 4 primmie JitBoyS,,,,58,2,0
Monyet RRQ,,2 Round 3 JitBoyS Killua Round 8 JitBoyS primmie,,,,,,,,,51,0,1
Jemkin RRQ,,2 Round 4 Killua Crws Round 6 thyy primmie,,,,,,,,,34,0,0
