,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,,1 Round 23 paTiTek nAts kamo,,,,1 Round 5 keiko nAts,,,,48,3,1
AtaKaptan FUT,,3 Round 11 kamo keiko Round 14 kamo keiko Round 21 nAts paTiTek,1 Round 20 kamyk nAts keiko,,,,,,,,43,0,0
MrFaliN FUT,,2 Round 9 kamo keiko Round 10 kamyk kamo,1 Round 24 kamo kamyk nAts,,,1 Round 10 kamo,,,,,42,3,0
yetujey FUT,,7 Round 5 kamyk paTiTek Round 8 kamyk kamo Round 10 nAts keiko Round 11 nAts paTiTek Round 16 nAts paTiTek Round 22 nAts keiko Round 23 kamyk keiko,1 Round 3 kamyk paTiTek keiko,,,,,,,,58,1,1
xeus FUT,,4 Round 9 kamyk nAts Round 13 kamo paTiTek Round 19 nAts kamyk Round 22 kamyk paTiTek,2 Round 4 nAts keiko kamo Round 18 nAts keiko kamo,1 Round 7 paTiTek kamyk nAts kamo,,,,,,,62,0,0
paTiTek TL,,2 Round 10 AtaKaptan xeus Round 15 yetujey MrFaliN,1 Round 12 MrFaliN AtaKaptan xeus,,,,,,,,38,0,0
nAts TL,,5 Round 1 qRaxs AtaKaptan Round 2 qRaxs AtaKaptan Round 3 xeus AtaKaptan Round 5 AtaKaptan yetujey Round 18 yetujey qRaxs,,,,,,,,,42,1,0
kamyk TL,,2 Round 17 AtaKaptan MrFaliN Round 24 xeus qRaxs,,,,,,,,,40,5,0
keiko TL,,3 Round 2 yetujey xeus Round 5 MrFaliN xeus Round 7 xeus yetujey,1 Round 13 xeus AtaKaptan MrFaliN,2 Round 16 qRaxs yetujey xeus AtaKaptan Round 21 xeus MrFaliN AtaKaptan yetujey,,,1 Round 16 xeus AtaKaptan,,,,55,2,0
kamo TL,,3 Round 6 MrFaliN xeus Round 15 AtaKaptan qRaxs Round 23 xeus yetujey,1 Round 8 xeus MrFaliN qRaxs,1 Round 20 qRaxs yetujey MrFaliN xeus,,1 Round 20 AtaKaptan,,,,,60,0,0
