,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,,,,,,,,,,26,2,0
AtaKaptan FUT,,2 Round 4 kamyk paTiTek Round 11 nAts paTiTek,,,,1 Round 9 kamo,,,,,60,1,0
MrFaliN FUT,,,,,,,,,,,23,6,0
yetujey FUT,,4 Round 1 paTiTek kamyk Round 5 paTiTek kamo Round 15 kamo paTiTek Round 16 paTiTek kamo,1 Round 12 nAts keiko kamo,1 Round 9 kamyk nAts paTiTek keiko,,,,,,,97,0,0
xeus FUT,,4 Round 1 nAts kamo Round 4 kamo nAts Round 5 nAts keiko Round 10 kamyk paTiTek,,,,,,,,,32,0,0
paTiTek TL,,1 Round 14 qRaxs MrFaliN,1 Round 5 xeus AtaKaptan MrFaliN,,,,,,,,38,4,2
nAts TL,,3 Round 10 yetujey xeus Round 15 xeus AtaKaptan Round 16 xeus yetujey,1 Round 7 xeus MrFaliN AtaKaptan,,,,,1 Round 15 xeus AtaKaptan yetujey,,,77,1,1
kamyk TL,,3 Round 4 MrFaliN xeus Round 5 qRaxs yetujey Round 6 qRaxs MrFaliN,2 Round 12 AtaKaptan qRaxs MrFaliN Round 17 AtaKaptan qRaxs xeus,,,1 Round 11 AtaKaptan,1 Round 5 qRaxs yetujey,,,,87,0,2
keiko TL,,3 Round 8 xeus qRaxs Round 13 AtaKaptan yetujey Round 15 MrFaliN qRaxs,,,,,,,,,50,0,0
kamo TL,,3 Round 2 qRaxs yetujey Round 14 xeus yetujey Round 16 AtaKaptan qRaxs,1 Round 3 xeus AtaKaptan qRaxs,,,,,,,,52,0,0
