,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,,,,,,,,,,36,1,0
AtaKaptan FUT,,1 Round 18 keiko kamyk,,,,,,,,,45,1,1
MrFaliN FUT,,3 Round 1 kamo paTiTek Round 11 paTiTek kamo Round 20 paTiTek keiko,,,,,,,,,61,3,0
yetujey FUT,,1 Round 6 paTiTek nAts,3 Round 12 kamo paTiTek kamyk Round 15 kamo kamyk paTiTek Round 19 paTiTek kamo nAts,,,,,,,,64,1,0
xeus FUT,,3 Round 3 kamyk paTiTek Round 16 nAts keiko Round 18 paTiTek kamo,1 Round 8 kamyk kamo paTiTek,,,,1 Round 16 kamyk paTiTek,,,,53,0,2
paTiTek TL,,1 Round 14 qRaxs MrFaliN,1 Round 20 qRaxs xeus yetujey,,,,,,,,45,6,0
nAts TL,,1 Round 2 qRaxs xeus,3 Round 1 MrFaliN xeus qRaxs Round 3 yetujey MrFaliN qRaxs Round 18 qRaxs AtaKaptan MrFaliN,,,,,1 Round 18 AtaKaptan qRaxs MrFaliN,,,61,1,1
kamyk TL,,3 Round 4 xeus yetujey Round 5 xeus qRaxs Round 17 qRaxs MrFaliN,1 Round 16 AtaKaptan qRaxs xeus,1 Round 11 qRaxs AtaKaptan xeus yetujey,,,,,,,80,1,0
keiko TL,,3 Round 5 yetujey MrFaliN Round 7 xeus qRaxs Round 10 xeus qRaxs,,,,,,,,,52,3,0
kamo TL,,2 Round 4 MrFaliN qRaxs Round 17 AtaKaptan yetujey,1 Round 13 xeus MrFaliN qRaxs,,,,1 Round 20 AtaKaptan MrFaliN,,,,38,0,2
