,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,4 Round 5 Dep CLZ Round 7 Dep SugarZ3ro Round 8 CLZ Xdll Round 18 SyouTa SugarZ3ro,,,1 Round 2 SyouTa Dep Xdll SugarZ3ro CLZ,,,,,,54,1,1
mindfreak PRX,,2 Round 1 Xdll SyouTa Round 17 CLZ SyouTa,,,,1 Round 17 SyouTa,,,,,51,1,1
f0rsakeN PRX,,2 Round 3 CLZ Xdll Round 6 Dep SugarZ3ro,1 Round 14 Xdll CLZ SugarZ3ro,,,,,,,,45,2,0
d4v41 PRX,,2 Round 10 Xdll SugarZ3ro Round 16 SyouTa Xdll,1 Round 4 Dep CLZ Xdll,,,,,,,,60,6,0
something PRX,,4 Round 10 Dep SyouTa Round 14 SyouTa Dep Round 16 SugarZ3ro Dep Round 18 Dep Xdll,3 Round 1 Dep CLZ SugarZ3ro Round 15 SyouTa Xdll CLZ Round 17 Xdll SugarZ3ro Dep,,,,,,,,76,0,0
Dep ZETA,,1 Round 12 d4v41 mindfreak,2 Round 9 f0rsakeN something d4v41 Round 17 f0rsakeN d4v41 Jinggg,,,,,,,,39,0,0
CLZ ZETA,,,,,,,,,,,27,1,0
SugarZ3ro ZETA,,,1 Round 11 something Jinggg d4v41,,,,,,,,52,0,0
SyouTa ZETA,,2 Round 5 mindfreak d4v41 Round 11 f0rsakeN mindfreak,,1 Round 4 something mindfreak f0rsakeN d4v41,,,,,1 Round 4 d4v41 something mindfreak f0rsakeN,,68,1,1
Xdll ZETA,,4 Round 3 something mindfreak Round 9 Jinggg mindfreak Round 12 Jinggg something Round 13 something d4v41,,,,,,,,,50,0,1
