,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,2 Round 9 Xdll SyouTa Round 15 SyouTa CLZ,1 Round 8 Dep SugarZ3ro Xdll,,,,,,,,65,1,1
mindfreak PRX,,3 Round 2 Xdll SugarZ3ro Round 12 Xdll CLZ mindfreak Round 19 SugarZ3ro Xdll,,,,,,,,,50,0,0
f0rsakeN PRX,,4 Round 2 Dep SyouTa Round 6 SyouTa SugarZ3ro Round 8 SyouTa CLZ Round 10 SugarZ3ro SyouTa,2 Round 1 SugarZ3ro Xdll CLZ Round 13 SyouTa Dep SugarZ3ro,,,,,,,,76,3,1
d4v41 PRX,,5 Round 1 Dep SyouTa Round 4 Dep SyouTa Round 6 CLZ Xdll Round 9 SugarZ3ro CLZ Round 14 CLZ Dep,1 Round 17 SugarZ3ro SyouTa Dep,,,1 Round 14 SyouTa,,,,,104,0,0
something PRX,,4 Round 4 SugarZ3ro Xdll Round 10 Dep Xdll Round 15 Dep Xdll Round 18 Dep SugarZ3ro,1 Round 20 SyouTa Dep SugarZ3ro,1 Round 21 CLZ Dep SugarZ3ro SyouTa,,,,,,,59,4,0
Dep ZETA,,2 Round 4 mindfreak something Round 7 Jinggg f0rsakeN,4 Round 3 mindfreak Jinggg d4v41 Round 11 mindfreak something Jinggg Round 12 f0rsakeN something Jinggg Round 13 d4v41 Jinggg mindfreak,,,1 Round 11 Jinggg,,1 Round 3 Jinggg mindfreak d4v41,,,68,3,0
CLZ ZETA,,2 Round 2 f0rsakeN mindfreak Round 10 something mindfreak,,,,3 Round 4 d4v41 Round 12 mindfreak Round 13 f0rsakeN,,,,,24,4,1
SugarZ3ro ZETA,,2 Round 11 f0rsakeN d4v41 Round 16 mindfreak d4v41,,,,,,,,,37,0,0
SyouTa ZETA,,1 Round 6 Jinggg mindfreak,1 Round 14 Jinggg something f0rsakeN,,,,,,,,46,0,0
Xdll ZETA,,1 Round 17 Jinggg f0rsakeN,1 Round 5 mindfreak d4v41 Jinggg,,,,,,,,37,0,0
