Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Abyss,1,"""1-0""",MIBR,Defenders,Defuse
2Abyss,2,"""2-0""",MIBR,Defenders,Defuse
2Abyss,3,"""3-0""",MIBR,Defenders,Defuse
2Abyss,4,"""3-1""",RRQ,Attackers,Spike Detonation
2Abyss,5,"""4-1""",MIBR,Defenders,Defuse
2Abyss,6,"""5-1""",MIBR,Defenders,Time Expired
2Abyss,7,"""6-1""",MIBR,Defenders,Defuse
2Abyss,8,"""7-1""",MIBR,Defenders,Defuse
2Abyss,9,"""8-1""",MIBR,Defenders,Elimination
2Abyss,10,"""8-2""",RRQ,Attackers,Elimination
2Abyss,11,"""8-3""",RRQ,Attackers,Elimination
2Abyss,12,"""8-4""",RRQ,Attackers,Elimination
2Abyss,13,"""9-4""",RRQ,Attackers,Elimination
2Abyss,14,"""10-4""",RRQ,Attackers,Elimination
2Abyss,15,"""11-4""",RRQ,Attackers,Spike Detonation
2Abyss,16,"""12-4""",RRQ,Attackers,Elimination
2Abyss,17,"""12-5""",MIBR,Defenders,Defuse
2Abyss,18,"""13-5""",RRQ,Attackers,Elimination
2Abyss,19,"""""",,,
2Abyss,20,"""""",,,
2Abyss,21,"""""",,,
2Abyss,22,"""""",,,
2Abyss,23,"""""",,,
2Abyss,24,"""""",,,
