,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,3 Round 5 tex aspas Round 7 tex C0M Round 22 aspas tex,1 Round 15 tex kiNgg Mazino,,,1 Round 10 kiNgg,,1 Round 15 Mazino tex kiNgg,,,67,0,2
saadhak LOUD,,1 Round 15 C0M aspas,1 Round 6 C0M Mazino tex,,,,,,,,30,6,1
tuyz LOUD,,2 Round 1 tex kiNgg Round 13 tex kiNgg,1 Round 9 C0M aspas tex,,,,,,,,37,0,0
cauanzin LOUD,,2 Round 3 aspas C0M Round 4 aspas kiNgg,3 Round 10 Mazino tex C0M Round 12 Mazino aspas kiNgg Round 21 C0M tex kiNgg,,,,,,,,54,1,0
Less LOUD,,2 Round 5 kiNgg Mazino Round 17 tex C0M,1 Round 8 aspas tex C0M,,,,,,,,38,0,0
C0M LEV,,3 Round 3 tuyz pANcada Round 15 tuyz cauanzin Round 16 tuyz pANcada,3 Round 1 saadhak cauanzin tuyz Round 19 tuyz pANcada saadhak Round 23 pANcada tuyz Less,,,,,,,,60,1,1
tex LEV,,5 Round 6 tuyz cauanzin Round 11 Less saadhak Round 14 Less tuyz Round 15 saadhak Less Round 18 cauanzin pANcada,2 Round 20 saadhak cauanzin tuyz Round 22 Less cauanzin tuyz,,,,,,,,61,1,0
Mazino LEV,,5 Round 1 pANcada Less Round 4 cauanzin saadhak Round 13 saadhak Less Round 22 saadhak pANcada Round 23 cauanzin saadhak,,,,,,,,,53,4,2
aspas LEV,,3 Round 13 tuyz pANcada Round 18 saadhak tuyz Round 24 pANcada cauanzin,,,,,,,,,39,0,1
kiNgg LEV,,4 Round 10 cauanzin Less Round 11 cauanzin tuyz Round 16 saadhak cauanzin Round 24 tuyz Less,1 Round 2 pANcada Less cauanzin,,,,,,,,50,1,0
