,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,3 Round 5 paTiTek kamyk Round 13 nAts keiko Round 14 paTiTek keiko,,,,,,,,,51,2,2
jawgemo G2,,4 Round 5 keiko nAts Round 14 kamo kamyk Round 15 kamo paTiTek Round 18 keiko nAts,2 Round 3 kamo paTiTek kamyk Round 8 nAts paTiTek kamyk,,,,1 Round 8 paTiTek kamyk,,,,72,0,1
JonahP G2,,1 Round 11 paTiTek keiko,3 Round 7 kamo kamyk nAts Round 12 keiko nAts kamyk Round 17 keiko nAts paTiTek,,,,,,,,59,0,0
leaf G2,,,,1 Round 9 kamyk paTiTek keiko nAts,,,,,,,34,0,0
trent G2,,2 Round 8 kamo keiko Round 16 nAts paTiTek,1 Round 13 paTiTek kamyk kamo,,,2 Round 13 kamo Round 15 kamyk,,,,,56,2,1
paTiTek TL,,,,,,,,,,,25,6,0
nAts TL,,4 Round 2 valyn trent Round 3 leaf jawgemo Round 4 leaf valyn Round 16 jawgemo JonahP,1 Round 1 JonahP jawgemo valyn,,,,,,,,54,0,0
kamyk TL,,2 Round 10 leaf trent Round 17 kamo trent,2 Round 6 JonahP leaf valyn Round 15 leaf JonahP jawgemo,,,,,,,,86,2,0
keiko TL,,3 Round 2 jawgemo leaf Round 9 valyn jawgemo Round 13 JonahP leaf,,,,,,,,,46,0,0
kamo TL,,2 Round 4 JonahP trent Round 6 trent jawgemo,,,,,,,,,40,0,0
