,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,5 Round 6 keiko nAts Round 13 paTiTek nAts Round 16 kamo paTiTek Round 19 kamo paTiTek Round 20 kamyk nAts,1 Round 17 nAts paTiTek keiko,,,1 Round 14 kamo,1 Round 6 keiko nAts,,,,69,2,1
jawgemo G2,,2 Round 4 kamo keiko Round 20 kamo paTiTek,,,,,,,,,43,1,1
JonahP G2,,3 Round 3 kamyk kamo Round 6 kamo kamyk Round 16 kamyk keiko,,,,,,,,,59,1,1
leaf G2,,3 Round 5 nAts keiko Round 8 paTiTek nAts Round 19 kamyk nAts,3 Round 9 nAts kamyk kamo Round 13 kamo kamyk keiko Round 14 paTiTek nAts kamyk,,,,,,,,62,0,1
trent G2,,3 Round 7 keiko kamyk Round 12 paTiTek kamo Round 15 kamyk paTiTek,,,,,,,,,37,3,1
paTiTek TL,,1 Round 1 JonahP valyn,,,,,,,,,33,3,0
nAts TL,,2 Round 2 valyn trent Round 5 valyn trent,1 Round 3 jawgemo trent valyn,1 Round 11 leaf trent valyn JonahP,,,,,,,63,0,0
kamyk TL,,,1 Round 2 jawgemo JonahP leaf,,,,,,,,29,0,0
keiko TL,,1 Round 6 jawgemo trent,1 Round 15 jawgemo leaf trent,,,,,,,,46,1,0
kamo TL,,2 Round 5 JonahP leaf Round 18 jawgemo trent,2 Round 10 JonahP trent valyn Round 14 jawgemo trent leaf,,,,,,,,71,2,1
