,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,8,1,,,1,1,,,,60,4,3
jawgemo G2,,6,2,,,,1,,,,58,1,2
JonahP G2,,4,3,,,,,,,,59,1,1
leaf G2,,3,3,1,,,,,,,48,0,1
trent G2,,5,1,,,2,,,,,47,5,2
paTiTek TL,,1,,,,,,,,,29,9,0
nAts TL,,6,2,1,,,,,,,59,0,0
kamyk TL,,2,3,,,,,,,,58,2,0
keiko TL,,4,1,,,,,,,,46,1,0
kamo TL,,4,2,,,,,,,,56,2,1
