,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
purp0 GX,,4 Round 1 keiko nAts Round 7 keiko paTiTek Round 17 keiko paTiTek Round 19 kamo kamyk,,1 Round 20 nAts kamo paTiTek kamyk,,,,,,,68,0,1
Cloud GX,,,1 Round 16 kamo paTiTek kamyk,,,,,,,,51,1,0
tomaszy GX,,3 Round 5 kamyk nAts Round 12 nAts kamo Round 15 keiko nAts,1 Round 6 paTiTek kamo keiko,,,,,,,,49,1,0
runneR GX,,1 Round 15 kamo paTiTek,,,,,,,,,48,3,1
westside GX,,2 Round 5 paTiTek keiko Round 10 paTiTek nAts,,,,,,,,,41,0,0
paTiTek TL,,3 Round 11 Cloud westside Round 18 westside runneR Round 21 runneR westside,1 Round 9 westside runneR purp0,,,1 Round 9 purp0,,,,,70,7,1
nAts TL,,6 Round 1 tomaszy Cloud Round 4 runneR tomaszy Round 7 Cloud westside Round 13 tomaszy runneR Round 14 purp0 Cloud Round 17 westside Cloud,,,,,,,,,52,1,1
kamyk TL,,3 Round 3 Cloud runneR Round 5 runneR Cloud Round 11 runneR tomaszy,,1 Round 8 Cloud tomaszy purp0 westside,,,,,,,66,0,0
keiko TL,,,,,,,,,,,43,1,0
kamo TL,,4 Round 1 westside purp0 Round 4 purp0 westside Round 12 purp0 Cloud Round 18 purp0 tomaszy,3 Round 2 westside purp0 Cloud Round 13 purp0 Cloud westside Round 17 tomaszy purp0 runneR,,,,,,,,58,0,0
