,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
purp0 GX,,3 Round 7 kamo paTiTek Round 9 kamyk kamo Round 12 keiko nAts,1 Round 18 kamo kamyk nAts,,,,,,,,64,1,0
Cloud GX,,2 Round 11 kamyk nAts Round 13 kamyk kamo,,,,,,,,,49,1,0
tomaszy GX,,1 Round 19 keiko nAts,,,,,,,,,33,1,0
runneR GX,,1 Round 12 kamo kamyk,,,,1 Round 17 keiko,,,,,52,2,1
westside GX,,1 Round 5 nAts kamyk,1 Round 8 kamo paTiTek kamyk,,,,,,,,61,0,0
paTiTek TL,,3 Round 8 Cloud runneR Round 15 Cloud tomaszy Round 18 purp0 westside,,,,,,,,,47,4,0
nAts TL,,4 Round 1 purp0 Cloud Round 3 Cloud westside Round 6 tomaszy westside nAts Round 7 runneR tomaszy,1 Round 10 runneR tomaszy purp0,,,,1 Round 6 tomaszy westside,,,,58,2,0
kamyk TL,,2 Round 4 runneR Cloud Round 11 westside runneR,,,,,,,,,45,0,0
keiko TL,,6 Round 2 westside purp0 Round 5 tomaszy Cloud Round 13 purp0 westside Round 14 purp0 tomaszy Round 15 purp0 westside Round 19 purp0 runneR,1 Round 18 runneR Cloud tomaszy,1 Round 17 tomaszy Cloud westside runneR,,2 Round 5 Cloud Round 18 tomaszy,,,,,87,0,2
kamo TL,,2 Round 5 westside purp0 Round 19 westside tomaszy,1 Round 16 purp0 runneR Cloud,,,1 Round 16 Cloud,,,,,51,2,1
