,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,1 Round 20 jawgemo supamen,,,,,,,,,50,0,0
saadhak LOUD,,4 Round 1 Apoth jawgemo Round 16 NaturE supamen Round 19 jawgemo NaturE Round 23 supamen Derrek,,,,,,,,,44,6,2
tuyz LOUD,,3 Round 3 Apoth NaturE Round 15 Derrek supamen Round 23 Apoth jawgemo,2 Round 2 supamen jawgemo Derrek Round 18 Derrek Apoth supamen,,,,,,,,62,2,1
cauanzin LOUD,,4 Round 4 NaturE jawgemo Round 12 NaturE jawgemo Round 17 NaturE jawgemo Round 19 supamen Apoth,1 Round 6 supamen jawgemo NaturE,1 Round 5 supamen Derrek jawgemo NaturE,,,,,,,65,0,0
Less LOUD,,4 Round 2 NaturE Apoth Round 8 supamen jawgemo Round 16 jawgemo Derrek Round 17 Apoth Derrek,2 Round 4 supamen supamen Apoth Round 9 Apoth Derrek NaturE,,,,,,,,47,0,0
supamen EG,,1 Round 18 cauanzin saadhak,3 Round 3 tuyz pANcada saadhak Round 7 saadhak Less tuyz Round 8 saadhak tuyz cauanzin,,,,,1 Round 3 tuyz saadhak pANcada,,,48,0,1
Derrek EG,,4 Round 10 tuyz saadhak Round 11 Less saadhak Round 13 pANcada cauanzin Round 22 pANcada cauanzin,1 Round 21 saadhak pANcada cauanzin,,,,,,,,60,7,0
jawgemo EG,,5 Round 9 tuyz saadhak Round 10 pANcada Less Round 18 Less tuyz Round 19 Less tuyz Round 20 tuyz Less,,,,,,,,,47,0,0
NaturE EG,,4 Round 11 pANcada tuyz Round 14 saadhak Less Round 22 Less tuyz Round 24 tuyz saadhak,,,,,1 Round 9 Less pANcada,,,,50,1,1
Apoth EG,,1 Round 12 pANcada cauanzin,,,,,,,,,30,1,1
