Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""1-0""",TL,Defenders,Time Expired
1Lotus,2,"""2-0""",TL,Defenders,Time Expired
1Lotus,3,"""3-0""",TL,Defenders,Time Expired
1Lotus,4,"""4-0""",TL,Defenders,Defuse
1Lotus,5,"""5-0""",TL,Defenders,Defuse
1Lotus,6,"""5-1""",MKOI,Attackers,Elimination
1Lotus,7,"""5-2""",MKOI,Attackers,Spike Detonation
1Lotus,8,"""5-3""",MKOI,Attackers,Elimination
1Lotus,9,"""6-3""",TL,Defenders,Elimination
1Lotus,10,"""7-3""",TL,Defenders,Defuse
1Lotus,11,"""7-4""",MKOI,Attackers,Elimination
1Lotus,12,"""7-5""",MKOI,Attackers,Elimination
1Lotus,13,"""8-5""",MKOI,Attackers,Elimination
1Lotus,14,"""9-5""",MKOI,Attackers,Elimination
1Lotus,15,"""10-5""",MKOI,Attackers,Spike Detonation
1Lotus,16,"""11-5""",MKOI,Attackers,Elimination
1Lotus,17,"""11-6""",TL,Defenders,Elimination
1Lotus,18,"""11-7""",TL,Defenders,Elimination
1Lotus,19,"""12-7""",MKOI,Attackers,Elimination
1Lotus,20,"""12-8""",TL,Defenders,Defuse
1Lotus,21,"""12-9""",TL,Defenders,Elimination
1Lotus,22,"""13-9""",MKOI,Attackers,Elimination
1Lotus,23,"""""",,,
1Lotus,24,"""""",,,
