,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
BABYBAY G2,,3 Round 10 Xeppaa OXY Round 17 neT v1c Round 20 v1c Xeppaa,2 Round 4 mitch Xeppaa OXY Round 7 mitch v1c neT,,,,1 Round 7 neT v1c,,,,62,1,2
valyn G2,,3 Round 4 neT v1c Round 20 mitch OXY Round 22 Xeppaa OXY,1 Round 16 OXY neT mitch,1 Round 2 Xeppaa OXY v1c neT,,,,,,,63,0,0
jawgemo G2,,1 Round 12 mitch v1c,2 Round 8 Xeppaa mitch OXY Round 15 v1c Xeppaa neT,1 Round 5 neT Xeppaa OXY v1c,,1 Round 8 OXY,,,,,59,0,1
JonahP G2,,5 Round 1 neT Xeppaa Round 3 Xeppaa OXY Round 11 mitch v1c Round 13 OXY neT Round 22 v1c neT,,,,,,,,,45,4,1
trent G2,,,,,,1 Round 16 v1c,,,,,27,5,0
mitch C9,,1 Round 17 trent jawgemo,1 Round 10 BABYBAY jawgemo valyn,,,1 Round 17 BABYBAY,,,,,36,5,2
neT C9,,2 Round 7 JonahP jawgemo Round 9 jawgemo trent,,1 Round 14 JonahP valyn jawgemo BABYBAY,,,,,,,44,0,1
Xeppaa C9,,2 Round 1 jawgemo BABYBAY Round 16 BABYBAY jawgemo,1 Round 19 JonahP valyn trent,,,,,,,,44,0,2
v1c C9,,4 Round 3 jawgemo valyn Round 16 valyn JonahP v1c Round 21 trent jawgemo Round 22 valyn trent,1 Round 18 JonahP valyn BABYBAY,,,,,,,,59,2,0
OXY C9,,2 Round 9 valyn BABYBAY Round 21 BABYBAY valyn,2 Round 8 BABYBAY trent valyn Round 12 BABYBAY valyn jawgemo,1 Round 11 trent JonahP valyn BABYBAY,,1 Round 11 BABYBAY,,,,,81,1,0
