,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Knight BLG,,3 Round 1 crazyguy Monyet Round 2 Kushy xffero Round 10 Kushy xffero,,,,,,,,,38,2,0
whzy BLG,,,,,,,,,,,28,0,0
nephh BLG,,2 Round 11 Kushy xffero Round 17 Jemkin Kushy,1 Round 6 Jemkin Monyet xffero,,,,,,,,52,0,0
Levius BLG,,2 Round 2 Monyet Jemkin Round 10 crazyguy Monyet,,,,,,,,,50,0,1
rushia BLG,,2 Round 12 Monyet crazyguy Round 13 crazyguy Jemkin,,,,,,,,,48,1,0
crazyguy RRQ,,2 Round 5 Knight whzy Round 7 Knight rushia,,,,,,,,,41,1,1
Kushy RRQ,,2 Round 13 whzy Levius Round 17 rushia Levius,,,,,,,,,43,4,1
xffero RRQ,,2 Round 2 Levius rushia Round 4 Knight whzy,2 Round 9 nephh whzy Knight Round 12 nephh Knight Levius,,,,,,,,63,1,0
Monyet RRQ,,1 Round 8 nephh whzy,2 Round 10 whzy rushia Knight Round 17 Knight whzy nephh,,,,,,,,61,2,0
Jemkin RRQ,,4 Round 1 whzy Knight Round 7 whzy nephh Round 13 nephh Knight Round 15 rushia Levius,3 Round 3 whzy nephh rushia Round 11 Knight Levius rushia Round 16 nephh whzy rushia,1 Round 14 whzy rushia Knight nephh,,,,,,,123,0,1
