,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Knight BLG,,5 Round 1 Jemkin Kushy Round 7 Kushy xffero Round 8 Kushy crazyguy Round 11 xffero Kushy Round 16 Monyet Kushy,,,,,,,,,70,3,0
whzy BLG,,4 Round 1 xffero crazyguy Round 8 Monyet Jemkin Round 17 crazyguy Jemkin Round 18 Monyet Kushy,,,,,,,,,51,0,1
nephh BLG,,1 Round 15 crazyguy Jemkin,,,,,,,,,30,5,0
Levius BLG,,3 Round 4 Kushy crazyguy Round 12 Monyet crazyguy Round 20 crazyguy Monyet,4 Round 2 crazyguy Jemkin Monyet Round 14 Jemkin Kushy crazyguy Round 16 xffero crazyguy Jemkin Round 18 xffero crazyguy Jemkin,1 Round 13 xffero Kushy Monyet crazyguy,,,,,,,68,0,0
rushia BLG,,2 Round 15 Kushy Monyet Round 17 Kushy Monyet,,,,,,,,,48,0,1
crazyguy RRQ,,4 Round 3 whzy rushia Round 6 whzy Levius Round 7 Levius nephh Round 11 whzy rushia,,,,1 Round 11 rushia,,,,,57,1,1
Kushy RRQ,,3 Round 7 whzy rushia Round 12 Levius whzy Round 15 Knight Levius,,,,,,,,,30,1,0
xffero RRQ,,2 Round 6 nephh Knight Round 10 whzy Levius,,,,,,,,,37,0,0
Monyet RRQ,,4 Round 3 Levius nephh Round 5 Knight Levius Round 9 whzy nephh Round 19 whzy rushia,,,,,,,,,41,1,0
Jemkin RRQ,,3 Round 10 nephh Knight Round 11 nephh Knight Round 16 whzy Knight,,,,,,,,,57,0,1
