,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Knight BLG,,2 Round 4 xffero crazyguy Round 13 crazyguy Kushy,,1 Round 15 Jemkin xffero Monyet Kushy,,1 Round 4 crazyguy,1 Round 15 Monyet Kushy,,,,49,7,1
whzy BLG,,,1 Round 3 xffero Monyet Kushy,,,,,,,,43,0,0
nephh BLG,,1 Round 5 crazyguy xffero,1 Round 14 crazyguy Kushy xffero,1 Round 10 crazyguy Monyet Jemkin xffero,1 Round 12 xffero Monyet Jemkin crazyguy Kushy,1 Round 12 Kushy,,,,,53,1,0
Levius BLG,,4 Round 5 Kushy Jemkin Round 6 Kushy Monyet Round 11 xffero Kushy Round 13 Monyet xffero,,,,,,,,,48,0,0
rushia BLG,,,1 Round 21 xffero Jemkin crazyguy,,,,,,,,38,1,0
crazyguy RRQ,,3 Round 9 Knight nephh Round 12 Knight whzy Round 17 whzy Levius,1 Round 7 rushia Levius Knight,,,,,,,,61,0,1
Kushy RRQ,,2 Round 9 whzy Levius Round 12 rushia Levius,1 Round 16 rushia Knight whzy,,,1 Round 10 nephh,,,,,50,5,1
xffero RRQ,,3 Round 4 rushia Levius Round 17 rushia nephh Round 20 nephh whzy,1 Round 6 rushia whzy Levius,,,,,,,,46,0,0
Monyet RRQ,,3 Round 2 rushia Levius Round 7 nephh whzy Round 15 rushia Levius,,,1 Round 21 nephh Knight whzy Levius rushia,,1 Round 21 rushia Levius,,,,68,2,1
Jemkin RRQ,,1 Round 10 whzy Levius,2 Round 1 Levius rushia Knight Round 8 whzy nephh rushia,,,,,,,,45,0,1
