Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Sunset,1,"""1-0""",GX,Defenders,Defuse
2Sunset,2,"""1-1""",SEN,Attackers,Elimination
2Sunset,3,"""2-1""",GX,Defenders,Elimination
2Sunset,4,"""3-1""",GX,Defenders,Elimination
2Sunset,5,"""4-1""",GX,Defenders,Time Expired
2Sunset,6,"""4-2""",SEN,Attackers,Elimination
2Sunset,7,"""5-2""",GX,Defenders,Elimination
2Sunset,8,"""6-2""",GX,Defenders,Elimination
2Sunset,9,"""7-2""",GX,Defenders,Elimination
2Sunset,10,"""8-2""",GX,Defenders,Elimination
2Sunset,11,"""9-2""",GX,Defenders,Defuse
2Sunset,12,"""10-2""",GX,Defenders,Elimination
2Sunset,13,"""10-3""",GX,Defenders,Elimination
2Sunset,14,"""10-4""",GX,Defenders,Defuse
2Sunset,15,"""11-4""",SEN,Attackers,Elimination
2Sunset,16,"""12-4""",SEN,Attackers,Elimination
2Sunset,17,"""13-4""",SEN,Attackers,Elimination
2Sunset,18,"""""",,,
2Sunset,19,"""""",,,
2Sunset,20,"""""",,,
2Sunset,21,"""""",,,
2Sunset,22,"""""",,,
2Sunset,23,"""""",,,
2Sunset,24,"""""",,,
