,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,4 Round 1 Dambi Francis Round 2 Dambi Rb Round 4 Rb Persia Round 12 Dambi Francis,,1 Round 10 Rb Persia Francis Ivy,,,,,,,55,0,1
t3xture GEN,,2 Round 13 Dambi Ivy Round 20 Francis Ivy,,,,,,,,,25,0,0
Foxy9 GEN,,3 Round 5 Dambi Persia Round 11 Francis Rb Round 20 Dambi Persia,,,,,,,,,45,0,0
Ash GEN,,2 Round 1 Ivy Persia Round 5 Rb Ivy,1 Round 15 Dambi Francis Persia,,,,,1 Round 15 Persia Francis Dambi,,,51,7,0
Karon GEN,,6 Round 3 Francis Persia Round 4 Dambi Francis Round 7 Ivy Francis Round 8 Francis Ivy Round 11 Ivy Persia Round 22 Dambi Ivy,2 Round 2 Ivy Francis Persia Round 16 Dambi Ivy Rb,,,,,,,,64,0,0
Rb NS,,1 Round 17 Foxy9 Ash,1 Round 7 Karon Foxy9 Munchkin,,,,,,,,48,0,0
Persia NS,,5 Round 2 Munchkin Foxy9 Round 8 Munchkin Karon Round 12 t3xture Karon Round 19 Foxy9 Munchkin Round 21 Karon Munchkin,1 Round 14 Ash t3xture Karon,1 Round 13 Ash Karon t3xture Foxy9,,,1 Round 16 Ash Foxy9,,,,72,0,1
Dambi NS,,5 Round 4 Ash t3xture Round 7 t3xture Ash Round 8 t3xture Ash Round 9 Karon t3xture Round 15 Munchkin t3xture,,,1 Round 10 t3xture Ash Foxy9 Karon Munchkin,,,,1 Round 10 Ash Munchkin Foxy9 Karon,,72,1,1
Francis NS,,3 Round 16 Karon Munchkin Round 20 Karon Ash Round 21 t3xture Foxy9,,,,,,,,,43,6,1
Ivy NS,,3 Round 3 Foxy9 Munchkin Round 6 Karon Foxy9 Round 22 Munchkin Ash,,,,,,,,,29,0,0
