,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,1 Round 26 Dambi Francis,,,,,,,,,24,1,0
t3xture GEN,,7 Round 1 Persia Francis Round 3 Ivy Rb Round 4 Francis Ivy Round 5 Rb Ivy Round 17 Francis Rb Round 22 Dambi Ivy Round 24 Francis Rb,,,,1 Round 3 Rb,,,,,52,0,1
Foxy9 GEN,,6 Round 4 Dambi Persia Round 13 Persia Rb Round 14 Dambi Francis Round 15 Rb Ivy Round 20 Ivy Persia Round 24 Persia Dambi,,,,,,,,,58,1,0
Ash GEN,,3 Round 3 Dambi Persia Round 16 Persia Francis Round 19 Persia Rb,1 Round 2 Dambi Persia Ivy,1 Round 8 Ivy Dambi Rb Persia,,,1 Round 16 Francis Persia,,,,41,6,0
Karon GEN,,4 Round 16 Ivy Rb Round 18 Persia Dambi Round 19 Francis Ivy Round 25 Rb Persia,3 Round 6 Rb Ivy Francis Round 10 Persia Dambi Francis Round 23 Rb Persia Dambi,,,1 Round 19 Ivy,,,,,51,2,0
Rb NS,,4 Round 9 Karon Munchkin Round 16 t3xture Munchkin Round 22 t3xture Munchkin Round 26 Ash t3xture,2 Round 3 Ash Munchkin Karon Round 4 Munchkin Karon t3xture,1 Round 8 Munchkin Karon Foxy9 t3xture,,2 Round 4 t3xture Round 18 Karon,,,,,58,3,2
Persia NS,,7 Round 6 Ash Karon Round 7 Karon Munchkin Round 11 Foxy9 Karon Round 16 Karon Foxy9 Round 18 t3xture Foxy9 Round 19 Foxy9 Munchkin Round 23 Foxy9 Munchkin,,,,1 Round 8 Ash,,,,,50,1,0
Dambi NS,,6 Round 9 t3xture Foxy9 Round 11 t3xture Ash Round 15 Karon t3xture Round 18 Munchkin Ash Round 21 Karon t3xture Round 25 Foxy9 Karon,,1 Round 1 Ash Karon Munchkin Foxy9,,,,,,,50,1,0
Francis NS,,2 Round 5 Karon t3xture Round 25 Munchkin t3xture,1 Round 12 Karon Ash t3xture,,,,,,,,43,3,1
Ivy NS,,2 Round 22 Karon Ash Round 26 Karon Foxy9,,,,,,,,,53,2,0
