,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,1 Round 5 nAts keiko,,,,,1 Round 5 nAts keiko,,,,41,0,1
MaKo DRX,,5 Round 6 trexx paTiTek Round 7 keiko paTiTek Round 14 kamo paTiTek Round 16 paTiTek trexx Round 19 nAts kamo,1 Round 3 keiko paTiTek nAts,,,,,,,,81,1,1
BeYN DRX,,1 Round 21 trexx kamo,,,,1 Round 7 trexx,,,,,45,7,2
HYUNMIN DRX,,1 Round 13 keiko kamo,1 Round 8 keiko paTiTek trexx,,,1 Round 8 kamo,,,,,42,0,0
Flashback DRX,,2 Round 19 paTiTek trexx Round 21 keiko paTiTek,3 Round 12 keiko kamo paTiTek Round 14 nAts trexx keiko Round 18 kamo nAts keiko,,,,,,,,65,0,0
paTiTek TL,,5 Round 1 BeYN HYUNMIN Round 4 MaKo HYUNMIN Round 12 HYUNMIN MaKo Round 18 Flashback HYUNMIN Round 20 Flashback BeYN,,,,,,,,,47,6,0
nAts TL,,1 Round 13 Flashback HYUNMIN,2 Round 2 Flashback MaKo BeYN Round 5 Flashback HYUNMIN BeYN,,,,,,,,45,0,0
trexx TL,,2 Round 8 free1ng MaKo Round 16 HYUNMIN BeYN,1 Round 7 Flashback MaKo BeYN,,,,,,,,50,2,0
keiko TL,,4 Round 7 free1ng HYUNMIN Round 10 HYUNMIN Flashback Round 14 MaKo HYUNMIN Round 20 MaKo HYUNMIN,1 Round 16 Flashback free1ng MaKo,,,,,,,,61,1,0
kamo TL,,3 Round 8 BeYN Flashback Round 11 BeYN Flashback Round 21 Flashback HYUNMIN,,,,,,,,,49,1,1
