,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,3 Round 2 Melser mta Round 8 heat Shyy Round 16 keznit mta,1 Round 9 Melser heat Shyy,,,1 Round 8 Shyy,,,,,53,2,0
tex LEV,,1 Round 4 mta heat,1 Round 7 Shyy Melser heat,,,1 Round 9 keznit,,,,,39,0,1
Mazino LEV,,5 Round 1 keznit mta Round 8 mta Melser Round 14 mta heat Round 17 mta keznit Round 19 Melser mta,1 Round 13 mta Shyy heat,,,,,,,,61,3,0
aspas LEV,,,,,,,,,,,34,0,0
kiNgg LEV,,,1 Round 3 mta keznit Shyy,,,,,,,,46,0,0
Melser KRÜ,,2 Round 3 C0M aspas Round 5 C0M Mazino,1 Round 12 Mazino tex C0M,,,1 Round 12 C0M,,,,,41,1,0
keznit KRÜ,,2 Round 18 tex C0M Round 20 C0M kiNgg,2 Round 9 aspas Mazino C0M Round 15 aspas tex Mazino,,,,,,,,68,1,0
heat KRÜ,,6 Round 3 Mazino kiNgg Round 4 Mazino aspas Round 5 kiNgg tex Round 17 tex kiNgg Round 18 Mazino aspas Round 20 Mazino tex,1 Round 11 C0M tex aspas,,,1 Round 3 kiNgg,,,,,75,3,0
Shyy KRÜ,,3 Round 6 aspas kiNgg Round 8 kiNgg Mazino Round 12 kiNgg aspas,1 Round 1 tex aspas Mazino,,,1 Round 4 tex,,,,,67,2,0
mta KRÜ,,1 Round 8 aspas tex,,1 Round 10 Mazino tex aspas C0M,,,,,,,49,3,1
