,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,4 Round 13 mta heat Round 21 mta heat Round 22 Shyy keznit Round 23 Melser Shyy,,1 Round 6 keznit heat mta Shyy,,,,,,,72,2,1
tex LEV,,3 Round 2 Shyy mta Round 5 keznit mta Round 17 Shyy keznit,,,,,,,,,44,0,0
Mazino LEV,,2 Round 2 heat keznit Round 13 Melser keznit,1 Round 5 Shyy Melser heat,1 Round 3 keznit mta heat Shyy,,,,,,,64,2,0
aspas LEV,,3 Round 8 keznit Shyy Round 9 Shyy Melser Round 17 Melser heat,1 Round 12 heat Melser keznit,,,1 Round 8 Shyy,1 Round 9 Melser Shyy,,,,46,1,1
kiNgg LEV,,4 Round 9 keznit mta Round 15 heat mta Round 16 Melser mta Round 24 keznit Melser,,,,,,,,,46,4,1
Melser KRÜ,,1 Round 23 tex kiNgg,1 Round 1 Mazino C0M tex,,,1 Round 2 Mazino,1 Round 22 kiNgg C0M,,,,35,3,1
keznit KRÜ,,3 Round 3 aspas kiNgg Round 13 tex aspas Round 14 C0M kiNgg,1 Round 8 tex kiNgg Mazino,2 Round 7 C0M kiNgg tex Mazino Round 20 aspas kiNgg Mazino C0M,,,,,,,71,1,0
heat KRÜ,,5 Round 2 tex C0M Round 5 tex kiNgg Round 16 tex Mazino Round 23 aspas C0M Round 24 Mazino kiNgg,,,,,,,,,50,0,3
Shyy KRÜ,,2 Round 10 kiNgg tex Round 19 Mazino C0M,2 Round 9 Mazino tex C0M Round 24 aspas tex C0M,,,2 Round 13 C0M Round 24 C0M,,,,,66,0,2
mta KRÜ,,2 Round 14 aspas tex Round 18 kiNgg tex,1 Round 10 aspas Mazino C0M,,,,,,,,47,3,0
