,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,1 Round 8 Shyy mta,,,,,,,,,78,4,1
tex LEV,,2 Round 10 Shyy mta Round 16 Melser heat,1 Round 5 heat keznit mta,1 Round 3 heat mta Shyy Melser,,,,,,,103,0,0
Mazino LEV,,4 Round 1 keznit mta Round 2 Shyy heat Round 7 mta heat Round 12 mta Shyy,1 Round 15 heat keznit mta,,,,,,,,64,6,1
aspas LEV,,2 Round 8 Melser keznit Round 12 keznit Melser,4 Round 2 keznit mta Melser Round 6 keznit heat Shyy Round 9 keznit Melser mta Round 16 Shyy keznit mta,,,,,,,,106,0,0
kiNgg LEV,,1 Round 7 keznit Shyy,1 Round 11 Shyy heat Melser,,,,,,,,65,1,0
Melser KRÜ,,1 Round 15 kiNgg C0M,,,,1 Round 1 aspas,,,,,27,0,0
keznit KRÜ,,1 Round 13 Mazino aspas,,,,,,,,,35,0,0
heat KRÜ,,,1 Round 14 kiNgg aspas tex,,,,,,,,27,4,0
Shyy KRÜ,,2 Round 9 tex aspas Round 13 tex C0M,1 Round 1 C0M kiNgg Mazino,,,,,,,,38,0,0
mta KRÜ,,1 Round 3 aspas Mazino,,,,,,,,,39,0,0
