,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 17 keznit Melser Round 19 Shyy mta,1 Round 22 keznit Shyy heat,,,,,,,,50,3,1
tex LEV,,1 Round 8 heat keznit,1 Round 6 mta keznit Shyy,,1 Round 3 keznit Shyy mta heat Melser,,,,,,49,3,0
Mazino LEV,,2 Round 1 Shyy mta Round 8 Shyy Melser,2 Round 9 Shyy Melser mta Round 16 heat mta Shyy,,,,,,,,57,3,0
aspas LEV,,3 Round 10 heat mta Round 11 mta Shyy Round 16 keznit Melser,5 Round 2 Shyy keznit heat Round 7 heat Shyy mta Round 12 keznit Shyy mta Round 21 keznit Melser Shyy Round 23 heat Shyy mta,,,,,,,,86,0,0
kiNgg LEV,,5 Round 1 heat keznit Round 2 mta Melser Round 10 Melser keznit Round 15 Melser mta Round 23 keznit Melser,,,,,,,,,53,0,0
Melser KRÜ,,1 Round 6 tex C0M,2 Round 11 kiNgg Mazino aspas Round 17 aspas Mazino tex,,,1 Round 11 aspas,1 Round 6 C0M tex,,,,43,2,2
keznit KRÜ,,2 Round 2 C0M Mazino Round 15 tex aspas,2 Round 19 Mazino C0M tex keznit Round 20 tex aspas C0M,,,,1 Round 19 C0M tex,,,,49,2,0
heat KRÜ,,5 Round 1 tex aspas Round 13 tex C0M Round 16 kiNgg tex Round 20 kiNgg Mazino Round 23 Mazino kiNgg,,,,,,,,,38,1,0
Shyy KRÜ,,4 Round 4 Mazino aspas Round 6 kiNgg Mazino Round 14 Mazino C0M Round 18 C0M kiNgg,1 Round 5 aspas kiNgg Mazino,,,,,,,,56,0,0
mta KRÜ,,2 Round 13 kiNgg aspas Round 19 kiNgg aspas,,,,,,,,,35,2,0
