,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 11 mada brawk Round 12 s0m brawk,1 Round 16 brawk skuba Ethan,,,,,,,,41,1,0
johnqt SEN,,2 Round 15 Ethan skuba Round 19 mada s0m,3 Round 1 Ethan s0m brawk johnqt Round 4 mada s0m brawk Round 13 brawk skuba Ethan,,,,,1 Round 13 Ethan skuba mada,,,70,2,0
bang SEN,,1 Round 21 s0m skuba,2 Round 19 Ethan brawk skuba Round 20 mada s0m brawk,,,,,,,,50,3,0
zekken SEN,,1 Round 5 skuba s0m,1 Round 17 Ethan mada skuba,,,,,,,,52,0,0
N4RRATE SEN,,,,,,,,,,,30,2,0
brawk NRG,,4 Round 5 johnqt bang Round 8 N4RRATE zekken Round 9 zekken Zellsis Round 20 Zellsis zekken,3 Round 2 bang Zellsis N4RRATE brawk Round 10 N4RRATE Zellsis johnqt Round 18 N4RRATE Zellsis bang,,,,,,,,83,3,0
s0m NRG,,2 Round 4 bang Zellsis Round 13 zekken N4RRATE,1 Round 11 bang johnqt Zellsis,,,,,,,,41,1,0
mada NRG,,4 Round 6 bang N4RRATE Round 12 johnqt bang Round 13 Zellsis johnqt mada Round 19 zekken Zellsis,1 Round 21 johnqt N4RRATE zekken,,,,,,,,47,2,0
skuba NRG,,1 Round 12 N4RRATE Zellsis,,1 Round 7 zekken N4RRATE bang Zellsis skuba,,,,,,,53,0,0
Ethan NRG,,1 Round 5 Zellsis zekken,2 Round 3 Zellsis johnqt zekken Round 9 bang johnqt N4RRATE,,,,,,,,60,5,1
