,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 6 skuba mada Zellsis Round 11 s0m brawk,1 Round 7 Ethan s0m mada,,,,,,,,57,1,0
johnqt SEN,,1 Round 13 skuba Ethan,,,,,,,,,20,10,0
bang SEN,,2 Round 4 mada skuba Round 17 brawk s0m,,,,,,,,,51,0,1
zekken SEN,,4 Round 1 s0m skuba Round 6 s0m brawk Round 8 Ethan brawk Round 11 mada skuba,1 Round 22 s0m skuba brawk,1 Round 21 Ethan skuba brawk s0m,,,1 Round 8 brawk Ethan,,,,71,0,1
N4RRATE SEN,,5 Round 4 brawk Ethan Round 8 skuba s0m Round 9 brawk s0m Round 15 s0m mada Round 16 mada Ethan,2 Round 5 s0m mada skuba Round 24 skuba s0m Ethan,1 Round 19 Ethan s0m mada brawk,,,,,,,78,1,1
brawk NRG,,5 Round 6 N4RRATE johnqt Round 9 zekken johnqt Round 11 johnqt zekken Round 13 johnqt Zellsis Round 15 bang Zellsis,3 Round 1 bang zekken N4RRATE Round 3 johnqt Zellsis zekken Round 24 johnqt Zellsis N4RRATE,,,1 Round 24 N4RRATE,1 Round 13 johnqt Zellsis,,,,76,5,2
s0m NRG,,2 Round 17 johnqt Zellsis Round 21 johnqt Zellsis,,,,,,,,,33,2,0
mada NRG,,4 Round 14 N4RRATE zekken Round 16 bang Zellsis Round 19 Zellsis bang Round 20 zekken N4RRATE,1 Round 2 Zellsis bang N4RRATE,,,,,,,,46,0,1
skuba NRG,,4 Round 13 zekken N4RRATE Round 15 johnqt zekken Round 16 N4RRATE johnqt skuba Round 20 Zellsis johnqt,1 Round 17 zekken N4RRATE bang,,,1 Round 17 bang,1 Round 16 N4RRATE johnqt,,,,62,0,0
Ethan NRG,,1 Round 4 zekken johnqt,2 Round 8 Zellsis N4RRATE johnqt Round 12 bang johnqt zekken,,,,,,,,47,5,1
