Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
trent,G2,Map_1_1Haven,All,Tejo,2.16,318,20,5,9,+15,94%,215,49%,0,0,0
valyn,G2,Map_1_1Haven,All,Astra,1.46,262,19,9,6,+10,94%,134,25%,5,0,+5
JonahP,G2,Map_1_1Haven,All,Breach,1.27,152,10,6,11,+4,82%,89,15%,0,1,-1
jawgemo,G2,Map_1_1Haven,All,Yoru,0.91,188,10,11,8,-1,88%,124,23%,6,3,+3
leaf,G2,Map_1_1Haven,All,Vyse,0.80,170,9,11,4,-2,65%,117,9%,2,0,+2
eeiu,100T,Map_1_1Haven,All,Sova,1.50,280,16,11,1,+5,71%,199,38%,1,3,-2
zander,100T,Map_1_1Haven,All,Omen,0.62,132,7,12,4,-5,65%,80,28%,2,3,-1
Asuna,100T,Map_1_1Haven,All,Neon,0.51,131,6,14,4,-8,65%,87,11%,1,3,-2
Cryocells,100T,Map_1_1Haven,All,Iso,0.50,131,8,15,3,-7,65%,97,35%,0,2,-2
Boostio,100T,Map_1_1Haven,All,Cypher,0.26,99,5,16,2,-11,53%,69,30%,0,2,-2
trent,G2,Map_1_1Haven,Attack,Tejo,2.17,300,13,3,5,+10,92%,216,47%,0,0,0
valyn,G2,Map_1_1Haven,Attack,Astra,1.48,289,14,7,6,+7,92%,150,30%,4,0,+4
JonahP,G2,Map_1_1Haven,Attack,Breach,0.91,120,5,6,6,-1,75%,71,19%,0,1,-1
jawgemo,G2,Map_1_1Haven,Attack,Yoru,0.52,138,5,9,5,-4,83%,82,13%,4,2,+2
leaf,G2,Map_1_1Haven,Attack,Vyse,0.75,163,6,8,2,-2,67%,110,9%,1,0,+1
eeiu,100T,Map_1_1Haven,Attack,Sova,0.02,40,0,5,0,-5,20%,40,0%,0,2,-2
zander,100T,Map_1_1Haven,Attack,Omen,0.42,120,2,5,0,-3,60%,79,14%,0,1,-1
Asuna,100T,Map_1_1Haven,Attack,Neon,0.42,197,3,5,0,-2,60%,120,5%,1,0,+1
Cryocells,100T,Map_1_1Haven,Attack,Iso,0.03,60,1,5,0,-4,40%,38,50%,0,1,-1
Boostio,100T,Map_1_1Haven,Attack,Cypher,0.74,177,3,5,0,-2,80%,117,80%,0,0,0
trent,G2,Map_1_1Haven,Defend,Tejo,2.13,362,7,2,4,+5,100%,212,54%,0,0,0
valyn,G2,Map_1_1Haven,Defend,Astra,1.42,201,5,2,0,+3,100%,95,14%,1,0,+1
JonahP,G2,Map_1_1Haven,Defend,Breach,2.13,228,5,0,5,+5,100%,133,12%,0,0,0
jawgemo,G2,Map_1_1Haven,Defend,Yoru,1.85,311,5,2,3,+3,100%,225,35%,2,1,+1
leaf,G2,Map_1_1Haven,Defend,Vyse,0.93,190,3,3,2,0,60%,133,11%,1,0,+1
eeiu,100T,Map_1_1Haven,Defend,Sova,2.18,381,16,6,1,+10,92%,265,47%,1,1,0
zander,100T,Map_1_1Haven,Defend,Omen,0.71,138,5,7,4,-2,67%,80,32%,2,2,0
Asuna,100T,Map_1_1Haven,Defend,Neon,0.55,105,3,9,4,-6,67%,73,16%,0,3,-3
Cryocells,100T,Map_1_1Haven,Defend,Iso,0.71,161,7,10,3,-3,75%,121,33%,0,1,-1
Boostio,100T,Map_1_1Haven,Defend,Cypher,0.06,68,2,11,2,-9,42%,49,13%,0,2,-2
