,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
kamyk M8,,4 Round 4 UNFAKE Derke Round 12 Derke Less Round 13 Less UNFAKE Round 14 Less Derke,,,,,,,,,65,1,0
Veqaj M8,,1 Round 10 UNFAKE Less,,,,1 Round 12 KovaQ,,,,,39,2,0
Minny M8,,2 Round 11 Less Derke Round 16 Derke UNFAKE,,,,,,,,,32,0,0
ComeBack M8,,2 Round 9 Less KovaQ Round 15 KovaQ Less,1 Round 17 KovaQ Derke Less,,,,,,,,48,0,0
Proxh M8,,3 Round 5 Derke Less Round 12 Kicks UNFAKE Round 15 UNFAKE Kicks,,,,,,,,,53,2,0
UNFAKE VIT,,4 Round 1 kamyk Proxh Round 9 kamyk Veqaj Round 10 ComeBack kamyk Round 13 Veqaj ComeBack,2 Round 8 ComeBack Minny kamyk Round 17 Minny ComeBack Proxh,,,,1 Round 17 ComeBack Proxh,,,,83,4,0
Derke VIT,,5 Round 3 Proxh kamyk Round 4 Minny Veqaj Round 7 kamyk ComeBack Round 14 Minny Proxh Round 16 Proxh ComeBack,1 Round 2 ComeBack Minny Proxh,,,,,,,,64,0,1
KovaQ VIT,,5 Round 8 Veqaj Proxh Round 11 Minny Veqaj Round 12 Proxh kamyk Round 14 ComeBack kamyk Round 17 kamyk Veqaj,,,,,,,,,47,0,1
Less VIT,,3 Round 1 ComeBack Minny Round 2 Veqaj kamyk Round 4 Proxh kamyk,,,,,,,,,62,0,0
Kicks VIT,,3 Round 6 Minny Veqaj Round 11 ComeBack kamyk Round 13 Proxh kamyk,,,,,,,,,41,0,0
