,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
kamyk M8,,2 Round 13 Derke Kicks Round 22 Kicks UNFAKE,,,,,,,,,36,3,0
Veqaj M8,,3 Round 4 Kicks KovaQ Round 16 Less KovaQ Round 18 Kicks UNFAKE,1 Round 10 UNFAKE Kicks Derke,,,,1 Round 4 Kicks KovaQ,,,,47,5,0
Minny M8,,5 Round 3 KovaQ Kicks Round 4 Less UNFAKE Round 8 Less KovaQ Round 17 Derke KovaQ Round 19 Kicks UNFAKE,1 Round 22 KovaQ Derke Less,1 Round 15 Derke KovaQ Kicks UNFAKE,,,,1 Round 21 Less UNFAKE KovaQ,,,81,0,1
ComeBack M8,,3 Round 3 Less UNFAKE Round 8 UNFAKE Kicks Round 11 Kicks KovaQ,3 Round 7 KovaQ Kicks Less Round 14 Kicks KovaQ Derke Round 20 Less Derke KovaQ,,,,,,,,61,0,1
Proxh M8,,1 Round 17 Less UNFAKE,,,,,,,,,45,1,1
UNFAKE VIT,,2 Round 6 Proxh Minny Round 11 Proxh ComeBack,2 Round 12 Proxh kamyk Veqaj Round 16 Veqaj kamyk Proxh,1 Round 21 Proxh Veqaj kamyk Minny,,,,,,,52,3,0
Derke VIT,,3 Round 5 ComeBack Minny Round 8 ComeBack Veqaj Round 18 Veqaj kamyk,,1 Round 7 Proxh kamyk ComeBack Minny,,,,,,,50,1,1
KovaQ VIT,,1 Round 9 Minny Proxh,1 Round 6 ComeBack kamyk Veqaj,,,,,,,,32,0,1
Less VIT,,2 Round 11 Minny kamyk Round 18 ComeBack Proxh,1 Round 1 Veqaj kamyk Minny,,,1 Round 11 kamyk,,,,,53,0,3
Kicks VIT,,2 Round 4 ComeBack Proxh Round 5 Veqaj Proxh,1 Round 2 Veqaj Proxh Minny,,,,,,,,38,0,0
