,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
kamyk M8,,4 Round 3 KovaQ UNFAKE Round 8 Kicks Less Round 11 KovaQ Less Round 18 Kicks UNFAKE,2 Round 2 Derke UNFAKE Kicks Round 16 Kicks Derke UNFAKE,,,1 Round 16 UNFAKE,1 Round 8 Kicks Less,,,,52,4,1
Veqaj M8,,2 Round 4 Derke Less Round 23 Less UNFAKE,,,,,,,,,41,1,0
Minny M8,,5 Round 6 KovaQ Less Round 10 KovaQ Kicks Round 11 Derke Kicks Round 14 KovaQ Less Round 19 Derke UNFAKE,1 Round 8 Derke UNFAKE KovaQ,,,,,,,,63,0,0
ComeBack M8,,2 Round 9 UNFAKE KovaQ Round 16 Less KovaQ,2 Round 1 Less KovaQ UNFAKE Round 7 Less Kicks UNFAKE,,1 Round 5 Less UNFAKE Derke KovaQ Kicks,1 Round 7 UNFAKE,1 Round 1 KovaQ UNFAKE,,,,61,1,0
Proxh M8,,2 Round 14 Kicks UNFAKE Round 23 KovaQ Derke,1 Round 4 UNFAKE Kicks KovaQ,,,,,,,,38,0,0
UNFAKE VIT,,2 Round 7 kamyk Minny Round 19 Proxh ComeBack,,,,,,,,,37,2,2
Derke VIT,,6 Round 3 Proxh kamyk Round 4 kamyk Proxh Round 10 kamyk Minny Round 13 Minny kamyk Round 17 ComeBack Minny Round 20 Veqaj kamyk,,,,1 Round 14 Proxh,,,,,81,1,0
KovaQ VIT,,6 Round 9 Veqaj Proxh Round 15 Minny kamyk Round 17 Veqaj kamyk Round 19 kamyk Minny Round 20 Proxh ComeBack Round 21 Veqaj kamyk,1 Round 1 Veqaj kamyk Proxh,,,1 Round 19 Minny,,,,,54,1,1
Less VIT,,2 Round 8 ComeBack Proxh Round 11 Veqaj Minny,1 Round 10 Veqaj ComeBack Proxh,,,1 Round 9 ComeBack,,,,,43,0,0
Kicks VIT,,5 Round 6 Minny Veqaj Round 7 Veqaj Proxh Round 8 Veqaj Minny Round 14 Veqaj ComeBack Round 23 kamyk ComeBack,1 Round 22 kamyk Veqaj Proxh,,,2 Round 3 Veqaj Round 23 Proxh,,,,,74,1,1
