,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
hype APK,,,,,,,,,,,24,0,0
MOLSI APK,,,,,,,,,,,39,8,0
AvovA APK,,2 Round 14 Kada Zyppan Round 20 RobbieBk Kada,1 Round 4 Minny Zyppan Kada,,,1 Round 8 Minny,,,,,55,1,0
oderus APK,,2 Round 8 Zyppan Kada Round 11 Click Kada,,,,1 Round 9 RobbieBk,,,,,30,0,0
florescent APK,,2 Round 9 Click Kada Round 11 Zyppan Minny,3 Round 2 Kada RobbieBk Minny Round 3 Minny Zyppan Kada Round 17 Zyppan Minny RobbieBk,,,,,1 Round 17 RobbieBk Zyppan Minny,,,71,0,1
Zyppan M8,,4 Round 7 AvovA oderus Round 8 hype MOLSI Round 9 florescent hype Round 19 florescent MOLSI,1 Round 1 hype florescent MOLSI,,,,,,,,73,1,1
RobbieBk M8,,4 Round 4 florescent oderus Round 9 AvovA oderus RobbieBk Round 14 florescent AvovA Round 18 hype MOLSI,2 Round 6 oderus MOLSI florescent Round 7 florescent hype MOLSI,,,,,,,,77,5,0
Click M8,,4 Round 2 oderus florescent Round 12 oderus AvovA Round 18 AvovA florescent Round 19 hype oderus,1 Round 20 MOLSI oderus AvovA,1 Round 13 MOLSI oderus AvovA florescent,,1 Round 2 florescent,,,,,60,0,2
Kada M8,,1 Round 16 hype florescent,1 Round 5 AvovA hype oderus,,,,,,,,47,1,0
Minny M8,,3 Round 5 florescent MOLSI Round 6 hype AvovA Round 17 MOLSI oderus,1 Round 2 hype AvovA MOLSI,,,,,,,,63,0,1
