,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
hype APK,,4 Round 4 Minny RobbieBk Round 11 Zyppan Click Round 14 RobbieBk Zyppan Round 16 RobbieBk Click,2 Round 23 Click Kada RobbieBk Round 24 RobbieBk Click Minny,,,,,,,,56,1,0
MOLSI APK,,1 Round 18 Minny Zyppan,,,,,,,,,32,5,0
AvovA APK,,2 Round 15 RobbieBk Zyppan Round 25 Zyppan Click,1 Round 12 Click RobbieBk Zyppan,,,,,,,,38,4,0
oderus APK,,4 Round 7 Zyppan Minny Round 17 Kada Zyppan Round 20 Minny Click Round 22 Minny Zyppan,1 Round 3 Kada Zyppan RobbieBk,,,,1 Round 20 Minny Click,,,,65,1,1
florescent APK,,5 Round 1 RobbieBk Click Round 5 Zyppan RobbieBk Round 14 Click Kada Round 17 Click Minny Round 26 Click RobbieBk,,,,,,,,,51,1,0
Zyppan M8,,4 Round 2 florescent MOLSI Round 9 oderus MOLSI Round 21 AvovA oderus Round 26 AvovA hype,1 Round 4 oderus hype AvovA,,,1 Round 1 hype,,,,,58,4,0
RobbieBk M8,,1 Round 25 oderus AvovA,,,,,,,,,31,3,1
Click M8,,3 Round 2 AvovA oderus Round 5 florescent hype Round 22 MOLSI AvovA,1 Round 20 MOLSI florescent hype,1 Round 8 florescent hype MOLSI oderus,,,,,,,57,0,0
Kada M8,,2 Round 6 MOLSI oderus Round 18 AvovA MOLSI,,,,1 Round 18 MOLSI,,,,,37,2,2
Minny M8,,1 Round 12 AvovA MOLSI,4 Round 1 AvovA MOLSI florescent Round 5 oderus AvovA MOLSI Round 10 hype MOLSI florescent Minny Round 11 oderus hype AvovA,,,1 Round 5 MOLSI,,,,,49,1,0
