Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
TvirusLuke,TEC,Map_1_1Lotus,All,Raze,1.39,312,25,17,3,+8,75%,188,25%,8,1,+7
Haodong,TEC,Map_1_1Lotus,All,Omen,1.12,218,18,15,9,+3,75%,138,25%,2,0,+2
Coco,TEC,Map_1_1Lotus,All,Breach,1.01,191,17,18,11,-1,79%,134,40%,1,1,0
Abo,TEC,Map_1_1Lotus,All,Deadlock,0.62,105,8,16,10,-8,58%,65,32%,2,3,-1
Rb,TEC,Map_1_1Lotus,All,Fade,0.41,99,7,18,8,-11,63%,75,33%,0,6,-6
Flex1n,DRG,Map_1_1Lotus,All,Omen,1.29,203,19,12,11,+7,75%,116,31%,3,2,+1
vo0kashu,DRG,Map_1_1Lotus,All,Cypher,1.27,224,21,14,6,+7,79%,130,39%,2,2,0
SpiritZ1,DRG,Map_1_1Lotus,All,Yoru,1.21,242,21,17,4,+4,67%,153,36%,5,5,0
Cangshu,DRG,Map_1_1Lotus,All,Tejo,1.02,164,10,15,13,-5,71%,128,34%,1,2,-1
Nicc,DRG,Map_1_1Lotus,All,Breach,0.88,164,13,17,12,-4,75%,104,27%,0,2,-2
TvirusLuke,TEC,Map_1_1Lotus,Attack,Raze,1.13,299,12,10,2,+2,75%,174,30%,5,1,+4
Haodong,TEC,Map_1_1Lotus,Attack,Omen,1.40,251,12,6,3,+6,83%,161,48%,1,0,+1
Coco,TEC,Map_1_1Lotus,Attack,Breach,1.21,239,11,9,3,+2,92%,182,37%,0,0,0
Abo,TEC,Map_1_1Lotus,Attack,Deadlock,0.51,104,3,9,8,-6,58%,71,24%,2,1,+1
Rb,TEC,Map_1_1Lotus,Attack,Fade,0.50,101,4,7,3,-3,58%,96,47%,0,2,-2
Flex1n,DRG,Map_1_1Lotus,Attack,Omen,1.71,279,13,4,4,+9,83%,157,41%,2,1,+1
vo0kashu,DRG,Map_1_1Lotus,Attack,Cypher,1.49,285,13,7,2,+6,83%,170,38%,2,0,+2
SpiritZ1,DRG,Map_1_1Lotus,Attack,Yoru,1.06,229,10,7,2,+3,75%,146,36%,3,2,+1
Cangshu,DRG,Map_1_1Lotus,Attack,Tejo,0.50,44,1,7,4,-6,58%,32,9%,0,1,-1
Nicc,DRG,Map_1_1Lotus,Attack,Breach,0.81,145,6,8,3,-2,67%,95,38%,0,1,-1
TvirusLuke,TEC,Map_1_1Lotus,Defend,Raze,1.64,325,13,7,1,+6,75%,202,20%,3,0,+3
Haodong,TEC,Map_1_1Lotus,Defend,Omen,0.83,185,6,9,6,-3,67%,115,10%,1,0,+1
Coco,TEC,Map_1_1Lotus,Defend,Breach,0.82,143,6,9,8,-3,67%,86,46%,1,1,0
Abo,TEC,Map_1_1Lotus,Defend,Deadlock,0.74,106,5,7,2,-2,58%,59,50%,0,2,-2
Rb,TEC,Map_1_1Lotus,Defend,Fade,0.33,97,3,11,5,-8,67%,54,17%,0,4,-4
Flex1n,DRG,Map_1_1Lotus,Defend,Omen,0.87,127,6,8,7,-2,67%,75,17%,1,1,0
vo0kashu,DRG,Map_1_1Lotus,Defend,Cypher,1.05,163,8,7,4,+1,75%,90,42%,0,2,-2
SpiritZ1,DRG,Map_1_1Lotus,Defend,Yoru,1.36,255,11,10,2,+1,58%,160,35%,2,3,-1
Cangshu,DRG,Map_1_1Lotus,Defend,Tejo,1.54,284,9,8,9,+1,83%,224,42%,1,1,0
Nicc,DRG,Map_1_1Lotus,Defend,Breach,0.95,183,7,9,9,-2,83%,113,21%,0,1,-1
