,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,5 Round 1 Wild0reoo n1zzy Round 8 n1zzy Wild0reoo Round 12 kellyS Wild0reoo Round 13 kellyS invy Round 14 n1zzy kellyS,1 Round 10 n1zzy invy kellyS,,,,,,,,66,3,0
Kushy RRQ,,1 Round 6 kellyS JessieVash,1 Round 15 invy JessieVash kellyS,,,,1 Round 15 kellyS JessieVash,,,,74,1,0
xffero RRQ,,2 Round 3 Wild0reoo kellyS Round 9 JessieVash invy,,,,1 Round 16 JessieVash,,,,,53,0,0
Monyet RRQ,,5 Round 2 Wild0reoo kellyS Round 4 invy n1zzy Round 6 Wild0reoo invy Round 11 n1zzy kellyS Round 14 JessieVash invy,,,,,,,,,65,0,1
Jemkin RRQ,,6 Round 1 invy JessieVash Round 5 kellyS Wild0reoo Round 8 kellyS JessieVash Round 9 n1zzy Wild0reoo Round 13 n1zzy Wild0reoo Round 16 invy n1zzy,1 Round 2 n1zzy invy JessieVash,,,,,,,,64,0,1
JessieVash TS,,1 Round 15 xffero Monyet,1 Round 16 Monyet Jemkin xffero JessieVash,,,,,,,,45,0,0
kellyS TS,,,1 Round 12 xffero Jemkin Kushy,,,,,,,,43,0,0
invy TS,,1 Round 15 Jemkin crazyguy,1 Round 11 Kushy Monyet Jemkin,,,,1 Round 11 Jemkin Monyet,,,,62,4,0
Wild0reoo TS,,,,,,,,,,,29,1,0
n1zzy TS,,,1 Round 7 crazyguy Jemkin Kushy,,,,,,,,27,0,0
